Date,Sun Pharma,Cipla,Dr. Reddy,Divi Labs
2019,428,468,2908,1808
2019,430,466,2863,1818
2019,434,468,2870,1829
2019,440,468,2873,1838
2019,429,464,2827,1845
2019,435,458,2816,1861
2019,439,461,2822,1842
2019,434,461,2906,1829
2019,430,450,2888,1822
2019,428,453,2898,1814
2019,427,448,2909,1806
2019,429,455,2891,1784
2019,437,462,2872,1802
2019,444,470,2878,1809
2019,434,464,2858,1795
2019,440,464,2872,1785
2019,450,467,2914,1786
2019,457,468,2977,1793
2019,459,468,2972,1811
2019,451,479,2966,1784
2019,459,484,2921,1764
2019,452,479,2871,1733
2019,447,486,2879,1747
2019,450,483,2839,1764
2019,426,472,2743,1733
2019,425,461,2737,1736
2019,415,463,2731,1748
2019,410,451,2734,1657
2019,412,448,2763,1673
2019,421,455,2816,1711
2019,422,463,2822,1700
2019,441,472,2871,1718
2019,428,481,2863,1705
2019,430,468,2816,1687
2019,438,468,2798,1735
2019,438,469,2757,1743
2019,433,467,2783,1755
2019,430,465,2760,1737
2019,422,473,2803,1754
2019,418,461,2786,1760
2019,418,460,2795,1759
2019,406,447,2825,1764
2019,405,454,2827,1735
2019,405,454,2811,1741
2019,402,444,2725,1738
2019,402,446,2727,1723
2019,400,447,2701,1720
2019,397,447,2685,1693
2019,395,441,2652,1684
2019,386,441,2651,1690
2019,387,422,2634,1667
2019,384,423,2663,1651
2019,380,408,2616,1647
2019,386,418,2618,1622
2019,388,418,2677,1628
2019,387,413,2689,1623
2019,389,426,2702,1666
2019,402,439,2731,1660
2019,412,438,2775,1675
2019,407,435,2773,1633
2019,410,450,2785,1630
2019,409,449,2767,1612
2019,414,463,2838,1638
2019,411,452,2733,1582
2019,417,459,2744,1616
2019,421,461,2738,1601
2019,427,471,2725,1645
2019,423,469,2732,1628
2019,428,468,2767,1645
2019,422,472,2761,1617
2019,429,475,2749,1627
2019,425,475,2740,1638
2019,432,478,2682,1639
2019,426,471,2603,1663
2019,439,470,2533,1639
2019,450,472,2558,1625
2019,435,465,2528,1615
2019,413,464,2512,1577
2019,417,465,2541,1594
2019,419,467,2567,1620
2019,428,466,2541,1572
2019,415,464,2545,1569
2019,417,468,2503,1533
2019,421,479,2555,1522
2019,426,476,2509,1518
2019,415,476,2493,1507
2019,417,478,2512,1532
2019,439,476,2556,1524
2019,422,485,2573,1665
2019,426,503,2572,1651
2019,421,518,2557,1634
2019,418,500,2556,1616
2019,417,519,2515,1578
2019,421,516,2529,1599
2019,425,512,2534,1615
2019,427,521,2575,1634
2019,410,520,2560,1658
2019,431,522,2654,1653
2019,440,532,2705,1667
2019,437,537,2654,1642
2019,426,519,2599,1604
2019,430,529,2599,1619
2019,430,531,2633,1625
2019,421,537,2613,1624
2019,426,547,2656,1642
2019,430,558,2666,1652
2019,433,554,2677,1649
2019,423,551,2628,1614
2019,408,557,2629,1613
2019,398,552,2653,1609
2019,392,545,2585,1623
2019,386,549,2599,1605
2019,367,538,2596,1576
2019,375,550,2601,1611
2019,392,552,2602,1620
2019,396,553,2597,1631
2019,396,555,2628,1617
2019,405,556,2655,1610
2019,401,553,2550,1597
2019,403,552,2566,1602
2019,399,557,2579,1598
2019,386,550,2536,1602
2019,383,550,2513,1576
2019,383,552,2552,1546
2019,391,551,2565,1603
2019,375,534,2551,1540
2019,378,548,2591,1543
2019,383,545,2554,1541
2019,393,556,2565,1522
2019,390,565,2588,1547
2019,391,562,2590,1535
2019,390,560,2606,1556
2019,402,555,2629,1561
2019,399,550,2581,1566
2019,404,560,2657,1580
2019,411,563,2665,1586
2019,417,568,2724,1616
2019,410,559,2678,1592
2019,413,562,2652,1585
2019,424,564,2611,1589
2019,413,578,2652,1618
2019,415,579,2658,1593
2019,416,571,2664,1766
2019,413,565,2637,1732
2019,421,553,2658,1680
2019,409,559,2667,1697
2019,414,565,2589,1660
2019,409,544,2745,1633
2019,412,550,2801,1640
2019,410,556,2814,1609
2019,419,556,2808,1617
2019,398,547,2803,1625
2019,438,556,2876,1650
2019,439,558,2901,1626
2019,439,558,2901,1669
2019,448,558,2942,1689
2019,453,563,2921,1695
2019,453,565,2907,1702
2019,452,566,2920,1714
2019,458,565,2934,1747
2019,464,568,2892,1722
2019,461,556,2925,1716
2019,469,559,2859,1743
2019,469,562,2822,1687
2019,455,561,2796,1702
2019,463,562,2799,1724
2019,463,559,2825,1715
2019,459,566,2793,1745
2019,465,555,2807,1732
2019,466,545,2812,1718
2019,472,546,2765,1723
2019,471,532,2753,1716
2019,462,525,2764,1684
2019,463,532,2754,1719
2019,466,521,2771,1701
2019,462,520,2765,1676
2019,470,523,2799,1699
2019,479,526,2795,1723
2019,479,529,2780,1703
2019,475,526,2717,1655
2019,465,526,2765,1666
2019,470,529,2782,1708
2019,465,527,2781,1706
2019,473,527,2751,1664
2019,475,533,2752,1675
2019,469,534,2709,1696
2019,466,535,2669,1689
2019,464,533,2659,1708
2019,466,533,2648,1695
2019,457,533,2656,1667
2019,470,539,2667,1700
2019,459,540,2626,1691
2019,455,540,2615,1647
2019,451,541,2681,1651
2019,461,548,2694,1706
2019,456,549,2654,1664
2019,447,552,2646,1670
2019,445,555,2632,1654
2019,443,552,2647,1638
2019,436,550,2648,1621
2019,436,548,2667,1595
2019,431,541,2640,1565
2019,430,546,2586,1550
2019,422,541,2525,1561
2019,414,540,2537,1588
2019,415,541,2566,1575
2019,423,541,2563,1621
2019,441,543,2667,1637
2019,431,544,2649,1639
2019,437,543,2653,1638
2019,429,543,2615,1635
2019,431,534,2770,1685
2019,435,533,2822,1670
2019,417,535,2790,1653
2019,410,508,2821,1616
2019,415,510,2735,1609
2019,423,521,2791,1532
2019,423,517,2721,1506
2019,418,506,2665,1503
2019,422,505,2666,1505
2019,412,492,2625,1473
2019,422,508,2672,1495
2019,423,501,2668,1493
2019,431,509,2647,1503
2019,419,507,2640,1504
2019,398,509,2600,1497
2019,391,509,2597,1509
2019,427,510,2619,1505
2019,454,512,2617,1520
2019,452,515,2595,1522
2019,451,512,2579,1530
2019,444,510,2588,1505
2019,445,513,2600,1520
2019,449,510,2603,1473
2019,448,514,2571,1459
2019,431,514,2559,1486
2019,434,513,2600,1461
2019,436,512,2577,1438
2019,440,515,2601,1471
2019,434,523,2607,1475
2020,592,820,5205,3842
2020,584,824,5171,3800
2020,591,828,5166,3784
2020,587,830,5202,3766
2020,590,833,5202,3750
2020,575,825,5224,3689
2020,568,795,5162,3721
2020,553,779,5069,3634
2020,575,793,5229,3833
2020,571,783,5073,3825
2020,577,787,5039,3718
2020,572,782,5031,3628
2020,576,789,5023,3600
2020,568,756,5017,3642
2020,565,763,5053,3732
2020,570,762,5057,3725
2020,569,766,5015,3690
2020,582,773,5029,3718
2020,569,767,4909,3712
2020,548,762,4923,3692
2020,545,758,4850,3640
2020,539,756,4830,3621
2020,512,746,4829,3605
2020,512,739,4901,3544
2020,506,732,4806,3469
2020,520,748,4916,3537
2020,513,746,4829,3546
2020,503,740,4671,3469
2020,507,742,4708,3435
2020,513,743,4704,3452
2020,518,743,4784,3427
2020,514,746,4872,3445
2020,508,745,4857,3433
2020,509,740,4827,3367
2020,506,742,4882,3353
2020,491,717,4698,3263
2020,510,763,4880,3424
2020,509,790,4903,3237
2020,513,794,4959,3209
2020,505,781,4936,3196
2020,486,759,4877,3090
2020,469,751,4859,3049
2020,466,755,4889,3142
2020,456,762,4942,3108
2020,463,765,4951,3131
2020,470,770,5099,3157
2020,475,747,4978,3042
2020,485,758,5018,3069
2020,486,758,5022,3094
2020,490,767,5047,3079
2020,486,764,5071,3086
2020,484,764,5058,3093
2020,487,782,5081,3223
2020,490,768,5056,3111
2020,502,782,5123,3130
2020,503,787,5169,3139
2020,514,814,5221,3207
2020,513,803,5153,3190
2020,524,811,5194,3231
2020,512,774,5105,3182
2020,521,780,5137,3163
2020,523,779,5160,3126
2020,507,773,5112,3065
2020,500,775,5188,3048
2020,506,762,5084,3062
2020,510,775,5130,3097
2020,490,770,5112,3061
2020,486,733,5027,3020
2020,503,767,5108,3148
2020,509,778,5168,3237
2020,504,768,5142,3159
2020,523,806,5333,3344
2020,512,752,4827,3211
2020,519,753,4628,3244
2020,506,742,4442,3185
2020,496,722,4364,3165
2020,506,726,4402,3147
2020,508,727,4380,3157
2020,509,728,4429,3157
2020,502,708,4349,3113
2020,513,717,4420,3199
2020,512,725,4323,3223
2020,523,739,4433,3283
2020,515,738,4353,3331
2020,521,737,4352,3231
2020,520,714,4265,3123
2020,556,749,4374,3273
2020,532,756,4437,3268
2020,525,748,4435,3197
2020,525,748,4428,3246
2020,533,752,4473,3240
2020,532,761,4490,3247
2020,522,763,4476,3189
2020,525,758,4489,3160
2020,526,765,4520,3151
2020,528,772,4519,3130
2020,531,772,4519,3090
2020,521,760,4502,3126
2020,532,762,4518,3117
2020,541,778,4596,3131
2020,544,796,4691,3118
2020,526,729,4574,2785
2020,532,731,4583,2738
2020,529,722,4601,2668
2020,529,714,4635,2691
2020,519,710,4527,2642
2020,532,720,4521,2617
2020,510,686,4517,2562
2020,493,681,4302,2424
2020,483,663,4051,2342
2020,476,653,4016,2362
2020,486,666,4066,2349
2020,476,671,4130,2397
2020,474,662,4062,2262
2020,477,662,4034,2282
2020,484,674,4092,2299
2020,504,689,4119,2263
2020,500,675,4152,2205
2020,495,638,4036,2225
2020,492,632,3983,2218
2020,500,638,3900,2235
2020,494,639,3905,2203
2020,482,639,3897,2176
2020,483,634,3887,2164
2020,479,637,3824,2185
2020,480,635,3892,2161
2020,477,639,3921,2190
2020,473,646,3921,2197
2020,468,627,3911,2241
2020,473,640,3945,2279
2020,482,645,3974,2317
2020,480,635,3999,2351
2020,488,635,4007,2330
2020,484,631,4043,2341
2020,500,660,4109,2380
2020,493,656,4033,2349
2020,488,636,4006,2305
2020,484,642,4007,2310
2020,486,640,3985,2300
2020,483,638,4005,2320
2020,486,644,4012,2335
2020,480,644,4008,2395
2020,474,635,4058,2356
2020,499,643,4113,2395
2020,501,640,4124,2422
2020,489,635,3968,2413
2020,494,651,4025,2460
2020,495,661,3999,2421
2020,476,641,3962,2382
2020,473,638,3895,2411
2020,465,643,3954,2480
2020,474,648,4071,2390
2020,459,628,3888,2285
2020,451,633,3883,2290
2020,459,628,3864,2296
2020,469,639,3893,2320
2020,466,617,3848,2357
2020,456,621,3910,2373
2020,442,595,3700,2322
2020,441,600,3679,2330
2020,449,570,3735,2335
2020,456,570,3732,2367
2020,452,570,3780,2340
2020,464,570,3773,2364
2020,464,586,3862,2327
2020,469,592,3984,2301
2020,452,590,3838,2259
2020,454,592,3853,2291
2020,456,597,3834,2284
2020,465,612,3939,2287
2020,464,590,3936,2333
2020,478,596,3881,2370
2020,474,599,3950,2363
2020,490,609,3980,2426
2020,486,599,4003,2425
2020,477,587,4027,2417
2020,474,587,4057,2385
2020,473,592,4016,2407
2020,473,585,3845,2343
2020,457,598,3930,2332
2020,464,600,3861,2393
2020,449,592,3808,2395
2020,462,593,3747,2341
2020,454,580,3622,2311
2020,437,513,3683,2169
2020,417,492,3583,2068
2020,376,449,3147,1901
2020,344,414,3095,1877
2020,352,423,3121,1989
2020,333,432,2994,1894
2020,338,408,2917,1863
2020,338,386,2949,1883
2020,348,376,2922,1928
2020,335,377,2858,1920
2020,325,375,2768,1852
2020,365,393,2897,1995
2020,360,375,2624,1871
2020,363,386,2668,1805
2020,370,402,2781,1895
2020,369,396,2827,1892
2020,384,426,2885,1963
2020,355,395,2850,1913
2020,386,417,3001,2149
2020,393,426,3061,2182
2020,401,434,3171,2240
2020,405,441,3184,2224
2020,405,448,3171,2175
2020,394,425,3044,2183
2020,370,402,2906,2109
2020,373,402,2927,2107
2020,389,421,3067,2157
2020,375,422,3075,2142
2020,389,426,3087,2116
2020,398,430,3176,2160
2020,405,436,3255,2169
2020,404,448,3278,2186
2020,409,436,3251,2175
2020,408,432,3296,2155
2020,419,447,3304,2146
2020,419,443,3325,2156
2020,415,447,3196,2122
2020,419,451,3191,2147
2020,420,445,3149,2089
2020,431,443,3167,2086
2020,431,440,3159,2023
2020,426,448,3133,1963
2020,426,448,3242,1961
2020,418,445,3144,1973
2020,423,444,3123,1987
2020,434,447,3115,1952
2020,442,451,3155,1959
2020,450,462,3148,1961
2020,453,465,3189,1947
2020,448,464,3189,1918
2020,448,459,3031,1911
2020,450,465,3038,1897
2020,446,472,3062,1855
2020,447,473,3060,1871
2020,449,480,3060,1892
2020,455,480,3034,1903
2020,449,480,2937,1899
2020,449,484,2919,1866
2020,446,484,2948,1874
2020,445,478,2955,1879
2020,444,474,2933,1866
2020,440,470,2921,1843
2020,440,465,2897,1834
2020,446,469,2884,1844
2020,440,467,2879,1838
2020,445,470,2884,1835
2020,435,474,2865,1826
2020,434,476,2879,1819
2021,846,944,4907,4678
2021,834,953,4905,4628
2021,839,936,4833,4622
2021,815,933,4744,4525
2021,794,930,4737,4473
2021,785,908,4639,4447
2021,792,910,4695,4479
2021,798,890,4649,4564
2021,779,887,4621,4406
2021,764,894,4561,4408
2021,769,860,4518,4511
2021,764,881,4597,4601
2021,775,896,4600,4589
2021,756,896,4647,4654
2021,763,891,4600,4530
2021,761,894,4593,4506
2021,760,895,4594,4577
2021,758,898,4571,4605
2021,744,889,4521,4625
2021,737,895,4499,4647
2021,752,912,4597,4757
2021,766,921,4663,4777
2021,745,928,4606,4752
2021,754,971,4676,4879
2021,751,965,4698,4921
2021,767,967,4751,4938
2021,783,900,4592,4800
2021,779,893,4598,4683
2021,785,911,4632,4763
2021,771,895,4608,4679
2021,791,892,4671,4786
2021,791,905,4768,4764
2021,798,922,4818,4853
2021,811,938,4874,4908
2021,807,916,4843,4844
2021,795,905,4815,4833
2021,811,912,4829,4906
2021,801,914,4792,4951
2021,800,914,4789,4897
2021,795,911,4766,5208
2021,788,913,4772,5140
2021,815,903,4746,5205
2021,812,909,4801,5228
2021,795,905,4659,5150
2021,808,892,4570,5121
2021,825,923,4663,5149
2021,814,908,4666,5019
2021,813,902,4676,4996
2021,813,896,4637,5073
2021,818,912,4652,5194
2021,815,906,4754,5116
2021,827,906,4802,5192
2021,836,904,4878,5343
2021,841,911,4959,5372
2021,843,914,4928,5249
2021,830,916,4910,5226
2021,833,914,4894,5143
2021,821,917,4849,5071
2021,823,916,4891,5098
2021,801,913,4957,5137
2021,821,935,5035,5218
2021,832,958,5043,5221
2021,827,986,4956,4832
2021,818,984,4881,4799
2021,811,988,4881,4806
2021,775,971,4833,4784
2021,763,963,4792,4933
2021,770,968,4790,5109
2021,770,968,4797,5212
2021,770,964,4846,5140
2021,765,956,4854,5179
2021,757,938,4775,5110
2021,770,954,4885,5123
2021,781,954,4932,5167
2021,781,953,4963,5159
2021,781,953,4931,5095
2021,780,950,4931,5085
2021,776,949,4912,5055
2021,777,952,4911,5085
2021,770,951,4897,5210
2021,784,950,4916,5205
2021,789,941,4899,5208
2021,790,955,4860,5166
2021,789,923,4763,5203
2021,794,948,4704,5174
2021,787,935,4678,5104
2021,772,924,4601,4911
2021,761,911,4504,4847
2021,769,913,4549,4857
2021,771,918,4587,4863
2021,759,898,4515,4875
2021,761,891,4556,4819
2021,783,909,4687,4910
2021,784,905,4701,4908
2021,781,888,4661,4899
2021,778,894,4652,4949
2021,779,905,4716,4909
2021,780,910,4745,4919
2021,793,913,4770,4955
2021,789,919,4819,4906
2021,785,911,4786,4916
2021,786,945,4782,4924
2021,786,940,4769,4964
2021,795,928,4722,5007
2021,775,921,4702,4929
2021,774,920,4711,4906
2021,703,883,4673,4844
2021,688,890,4732,4891
2021,688,913,4843,4791
2021,703,951,5411,4921
2021,694,948,5422,4825
2021,687,950,5385,4843
2021,676,955,5344,4788
2021,689,974,5419,4807
2021,689,977,5407,4758
2021,683,974,5394,4607
2021,686,977,5391,4623
2021,683,966,5437,4606
2021,669,960,5494,4589
2021,668,960,5460,4600
2021,667,951,5467,4511
2021,680,965,5562,4553
2021,673,969,5539,4524
2021,680,975,5538,4560
2021,681,979,5576,4520
2021,684,978,5559,4436
2021,675,972,5423,4408
2021,678,980,5433,4356
2021,676,963,5404,4314
2021,672,957,5309,4249
2021,665,951,5278,4250
2021,665,958,5299,4225
2021,667,956,5308,4289
2021,671,960,5282,4229
2021,669,961,5284,4197
2021,665,951,5287,4302
2021,669,957,5406,4301
2021,673,970,5411,4313
2021,677,976,5461,4388
2021,681,968,5453,4335
2021,676,974,5292,4373
2021,673,959,5223,4267
2021,679,954,5275,4241
2021,675,940,5219,4230
2021,674,946,5255,4262
2021,676,948,5283,4232
2021,677,955,5312,4214
2021,671,946,5317,4220
2021,668,949,5309,4194
2021,670,934,5195,4120
2021,700,942,5269,4079
2021,704,945,5285,4099
2021,696,936,5311,4098
2021,691,931,5272,4097
2021,690,927,5216,4080
2021,687,924,5236,4041
2021,703,904,5238,4040
2021,691,884,5215,4024
2021,687,881,5250,4043
2021,691,904,5197,4021
2021,703,899,5301,4061
2021,708,891,5296,4074
2021,698,900,5328,4139
2021,679,883,5175,4029
2021,679,884,5168,4063
2021,683,889,5161,4035
2021,645,878,5067,3985
2021,659,910,5186,4074
2021,654,910,5163,4062
2021,645,907,5102,3911
2021,643,910,5044,3883
2021,639,912,5057,3909
2021,635,905,5067,3784
2021,638,936,5067,3780
2021,640,944,5200,3755
2021,645,949,5157,3780
2021,641,946,4968,3807
2021,646,938,4893,3822
2021,633,914,4846,3783
2021,627,885,4777,3718
2021,619,902,4997,3780
2021,637,883,4760,3752
2021,614,842,4689,3715
2021,621,841,4693,3699
2021,620,836,4619,3688
2021,609,820,4557,3611
2021,611,818,4588,3616
2021,598,815,4516,3623
2021,598,812,4518,3584
2021,587,787,4406,3465
2021,576,787,4381,3450
2021,585,793,4351,3481
2021,588,776,4372,3496
2021,591,773,4354,3406
2021,578,761,4274,3370
2021,575,755,4213,3273
2021,585,772,4356,3378
2021,602,792,4450,3378
2021,606,806,4342,3411
2021,614,806,4427,3512
2021,626,812,4500,3528
2021,613,797,4448,3503
2021,615,809,4492,3508
2021,611,805,4493,3497
2021,619,807,4575,3553
2021,624,813,4503,3565
2021,614,812,4405,3517
2021,604,790,4453,3462
2021,595,787,4427,3363
2021,610,809,4480,3440
2021,601,789,4436,3480
2021,604,791,4495,3448
2021,595,792,4469,3497
2021,607,807,4681,3523
2021,616,825,4617,3588
2021,621,836,4601,3615
2021,631,848,4697,3687
2021,628,844,4710,3711
2021,627,849,4792,3719
2021,644,860,4825,3754
2021,627,863,4824,3750
2021,624,842,4844,3723
2021,635,847,4860,3782
2021,635,848,4801,3822
2021,632,834,4668,3679
2021,629,849,4650,3680
2021,609,822,4483,3549
2021,590,806,4428,3464
2021,586,826,4603,3370
2021,564,842,4872,3430
2021,570,843,4909,3483
2021,586,837,5082,3569
2021,575,808,5037,3545
2021,583,813,5052,3605
2021,595,833,5081,3606
2021,597,822,5089,3599
2021,581,802,5052,3565
2021,604,824,5213,3645
2021,607,841,5309,3725
2021,602,842,5290,3719
2021,610,843,5354,3768
2021,621,857,5417,3822
2021,621,839,5338,3859
2021,602,827,5271,3803
2021,605,825,5288,3880
2021,603,827,5287,3842
2021,604,832,5272,3862
2021,596,827,5241,3849
2022,1001,1076,4238,3413
2022,1001,1088,4261,3412
2022,995,1086,4253,3446
2022,1000,1096,4251,3477
2022,1000,1097,4249,3429
2022,1002,1119,4310,3498
2022,1011,1122,4349,3496
2022,1006,1128,4408,3519
2022,988,1091,4370,3352
2022,988,1097,4396,3346
2022,994,1089,4309,3327
2022,1002,1102,4469,3365
2022,1000,1113,4505,3394
2022,995,1110,4458,3356
2022,987,1097,4452,3339
2022,993,1108,4407,3274
2022,981,1108,4356,3287
2022,1018,1105,4362,3338
2022,1034,1110,4374,3356
2022,1039,1115,4479,3369
2022,1040,1114,4510,3381
2022,1046,1125,4474,3409
2022,1046,1140,4487,3405
2022,1050,1121,4453,3373
2022,1035,1102,4402,3376
2022,1034,1105,4418,3343
2022,1035,1095,4414,3305
2022,1018,1108,4406,3300
2022,1010,1104,4363,3306
2022,1003,1104,4350,3266
2022,1010,1102,4409,3287
2022,1013,1120,4421,3290
2022,1019,1121,4481,3290
2022,1016,1119,4434,3327
2022,1017,1130,4364,3276
2022,1014,1121,4539,3271
2022,1011,1122,4549,3287
2022,1014,1129,4535,3299
2022,1028,1131,4485,3415
2022,1040,1146,4525,3746
2022,1044,1163,4590,3781
2022,1052,1159,4556,3781
2022,1037,1173,4535,3836
2022,1017,1167,4434,3609
2022,990,1155,4460,3548
2022,1012,1166,4491,3621
2022,992,1156,4442,3597
2022,987,1147,4378,3612
2022,978,1135,4331,3571
2022,980,1137,4349,3652
2022,977,1122,4317,3608
2022,978,1126,4357,3572
2022,980,1108,4335,3579
2022,976,1109,4311,3573
2022,968,1104,4255,3524
2022,956,1108,4241,3528
2022,945,1110,4283,3502
2022,946,1119,4380,3687
2022,955,1131,4377,3736
2022,954,1134,4398,3733
2022,945,1145,4414,3780
2022,945,1131,4420,3727
2022,949,1115,4336,3705
2022,931,1116,4361,3694
2022,918,1097,4270,3703
2022,897,1099,4182,3680
2022,901,1066,4128,3670
2022,921,1068,4139,3643
2022,908,1062,4182,3580
2022,905,1070,4153,3574
2022,912,1092,4216,3632
2022,875,1036,4099,3620
2022,868,1044,4077,3574
2022,874,1033,4169,3605
2022,884,1060,4214,3669
2022,890,1059,4253,3668
2022,888,1065,4261,3678
2022,890,1058,4255,3603
2022,894,1056,4272,3568
2022,894,1052,4249,3591
2022,888,1041,4239,3586
2022,885,1026,4214,3593
2022,870,1016,4190,3598
2022,872,1023,4202,3599
2022,893,1038,4245,3627
2022,879,1017,4210,3582
2022,880,1021,4223,3588
2022,877,1026,4238,3536
2022,881,1037,4218,3497
2022,888,1041,4225,3532
2022,881,1023,4187,3581
2022,901,1030,4204,3696
2022,917,1032,4225,3744
2022,921,1026,4316,3748
2022,915,1035,4298,3732
2022,913,1027,4261,3726
2022,921,1038,4258,3948
2022,920,1038,4243,3949
2022,910,1030,4223,3938
2022,916,1034,4157,3912
2022,919,1045,4148,3888
2022,897,1012,4096,3821
2022,917,1004,4085,3825
2022,919,1005,4110,3795
2022,943,977,4090,3832
2022,895,967,4260,3850
2022,894,974,4286,3786
2022,868,956,4212,3687
2022,868,960,4331,3774
2022,875,972,4374,3797
2022,870,969,4371,3795
2022,868,982,4459,3742
2022,875,961,4448,3753
2022,883,967,4466,3738
2022,878,966,4546,3728
2022,880,951,4575,3734
2022,860,953,4502,3779
2022,852,936,4484,3687
2022,857,948,4501,3734
2022,858,935,4406,3671
2022,849,935,4336,3656
2022,838,946,4390,3645
2022,836,937,4394,3610
2022,829,931,4354,3640
2022,829,949,4386,3638
2022,831,917,4394,3630
2022,839,948,4364,3583
2022,829,945,4375,3613
2022,836,932,4321,3673
2022,825,934,4310,3681
2022,825,933,4295,3666
2022,809,917,4261,3600
2022,817,938,4269,3600
2022,805,926,4152,3534
2022,793,915,4147,3482
2022,815,941,4288,3565
2022,822,969,4336,3581
2022,825,965,4311,3526
2022,830,955,4267,3474
2022,846,967,4352,3528
2022,859,972,4323,3507
2022,847,963,4199,3495
2022,848,973,4144,3501
2022,860,976,4306,3500
2022,865,961,4340,3478
2022,860,987,4333,3524
2022,839,984,4319,3555
2022,861,993,4370,3591
2022,888,987,4370,3567
2022,904,966,4391,3515
2022,900,965,4304,3449
2022,911,972,4307,3519
2022,910,970,4347,3662
2022,922,970,4275,3898
2022,916,978,4249,4305
2022,885,938,3929,4199
2022,899,957,3906,4367
2022,892,938,3904,4303
2022,886,933,3888,4218
2022,883,935,3924,4281
2022,850,921,3880,4233
2022,855,938,3884,4294
2022,862,926,3914,4296
2022,885,938,3906,4231
2022,883,935,3931,4166
2022,878,948,3964,4366
2022,901,958,3992,4344
2022,923,977,4124,4510
2022,929,981,4132,4505
2022,921,981,4122,4565
2022,906,978,4077,4531
2022,918,978,4155,4520
2022,900,953,4115,4410
2022,925,967,4193,4493
2022,944,999,4320,4529
2022,924,1012,4293,4456
2022,922,1000,4210,4411
2022,928,1028,4285,4525
2022,937,1017,4299,4499
2022,921,1027,4372,4473
2022,925,1026,4381,4504
2022,925,1012,4430,4506
2022,931,1037,4317,4448
2022,928,1029,4277,4387
2022,929,1021,4330,4461
2022,926,1028,4317,4498
2022,909,1015,4279,4380
2022,915,1018,4295,4402
2022,921,1029,4354,4539
2022,919,1039,4324,4562
2022,906,1017,4285,4417
2022,902,1014,4361,4454
2022,909,1029,4329,4495
2022,901,1014,4127,4554
2022,914,1033,4030,4449
2022,914,1050,4005,4456
2022,912,1049,4042,4504
2022,889,1056,3944,4402
2022,892,1068,3900,4386
2022,892,1049,3957,4394
2022,902,1044,3976,4339
2022,870,987,3893,4301
2022,868,982,3930,4234
2022,855,970,3869,4164
2022,823,941,3769,4075
2022,830,931,3829,4095
2022,821,935,3719,4160
2022,821,923,3853,4161
2022,844,925,4063,4265
2022,832,924,4177,4138
2022,818,896,4093,3937
2022,840,915,4201,4182
2022,846,913,4219,4225
2022,844,907,4298,4258
2022,863,909,4321,4353
2022,863,928,4301,4442
2022,869,933,4316,4465
2022,877,922,4278,4326
2022,865,955,4205,4278
2022,880,959,4325,4291
2022,894,975,4371,4314
2022,886,968,4369,4329
2022,894,948,4322,4278
2022,887,933,4309,4202
2022,894,946,4352,4305
2022,884,953,4375,4262
2022,891,952,4415,4220
2022,892,946,4309,4108
2022,835,945,4303,4036
2022,827,932,4219,3941
2022,812,928,4256,3940
2022,808,906,4403,4049
2022,801,892,4364,4057
2022,809,867,4496,4179
2022,820,882,4592,4330
2022,839,896,4685,4482
2022,847,902,4694,4527
2022,853,910,4672,4630
2022,860,922,4689,4617
2022,866,924,4726,4590
2022,836,906,4693,4493
2022,832,916,4669,4517
2022,827,916,4699,4466
2022,829,915,4708,4517
2022,830,922,4739,4489
2022,835,929,4790,4558
2022,838,924,4835,4622
2022,849,931,4853,4651
2023,1259,1246,5798,3904
2023,1262,1261,5859,3940
2023,1252,1240,5715,3884
2023,1248,1245,5632,3864
2023,1244,1236,5628,3695
2023,1234,1222,5555,3633
2023,1232,1236,5579,3620
2023,1245,1237,5637,3724
2023,1253,1217,5591,3713
2023,1236,1207,5589,3697
2023,1231,1205,5573,3683
2023,1233,1217,5599,3656
2023,1218,1199,5540,3648
2023,1241,1202,5474,3671
2023,1236,1219,5764,3682
2023,1239,1223,5785,3734
2023,1240,1205,5730,3734
2023,1240,1224,5776,3741
2023,1231,1217,5756,3798
2023,1231,1206,5749,3793
2023,1226,1212,5788,3789
2023,1202,1202,5715,3730
2023,1191,1192,5676,3760
2023,1195,1199,5646,3765
2023,1199,1171,5645,3689
2023,1204,1272,5665,3702
2023,1201,1253,5646,3722
2023,1188,1247,5604,3673
2023,1195,1249,5612,3601
2023,1190,1235,5544,3548
2023,1181,1242,5420,3537
2023,1178,1241,5420,3510
2023,1181,1244,5450,3517
2023,1179,1240,5425,3493
2023,1176,1238,5458,3499
2023,1177,1241,5454,3491
2023,1171,1216,5404,3481
2023,1150,1204,5338,3507
2023,1141,1206,5263,3351
2023,1133,1209,5339,3344
2023,1116,1201,5346,3346
2023,1089,1200,5368,3388
2023,1115,1193,5345,3403
2023,1111,1174,5397,3412
2023,1104,1151,5422,3406
2023,1120,1157,5514,3443
2023,1122,1184,5552,3501
2023,1142,1200,5569,3554
2023,1142,1223,5631,3638
2023,1153,1211,5677,3641
2023,1137,1174,5544,3647
2023,1135,1164,5493,3655
2023,1145,1168,5460,3735
2023,1130,1158,5530,3755
2023,1129,1172,5568,3751
2023,1127,1155,5479,3714
2023,1123,1160,5495,3705
2023,1127,1163,5425,3722
2023,1119,1161,5407,3697
2023,1124,1167,5418,3708
2023,1141,1183,5462,3724
2023,1159,1186,5587,3765
2023,1132,1164,5429,3665
