Date,Reliance,Tata Power,NTPC,ONGC
2018,819,82,136,185
2018,831,82,136,186
2018,853,84,136,190
2018,858,85,136,188
2018,855,86,138,189
2018,844,86,136,190
2018,840,86,136,190
2018,831,85,134,186
2018,836,86,135,190
2018,828,86,137,187
2018,834,86,136,185
2018,829,87,136,187
2018,841,86,136,188
2018,840,87,136,186
2018,823,87,137,191
2018,807,85,136,187
2018,813,85,136,189
2018,804,85,138,190
2018,802,83,138,185
2018,811,85,139,189
2018,813,85,138,193
2018,849,90,141,195
2018,865,89,142,203
2018,855,91,142,205
2018,867,90,143,205
2018,869,90,143,209
2018,869,92,145,211
2018,884,93,144,207
2018,874,92,144,201
2018,838,92,144,194
2018,827,91,143,194
2018,831,93,145,196
2018,830,94,144,197
2018,854,98,144,197
2018,853,99,144,201
2018,843,100,145,198
2018,847,98,145,198
2018,846,99,147,197
2018,835,100,148,197
2018,830,100,148,198
2018,828,100,148,200
2018,823,101,148,193
2018,819,100,149,197
2018,818,97,147,192
2019,1362,57,119,129
2019,1389,56,117,128
2019,1387,56,117,128
2019,1363,55,116,128
2019,1391,56,115,126
2019,1413,56,115,125
2019,1438,55,115,125
2019,1448,56,114,126
2019,1417,56,114,125
2019,1405,56,116,125
2019,1409,55,115,126
2019,1424,54,116,127
2019,1410,53,114,126
2019,1405,53,113,128
2019,1405,51,110,125
2019,1414,52,113,126
2019,1398,54,113,127
2019,1395,56,114,129
2019,1396,56,115,130
2019,1420,55,115,128
2019,1427,56,115,128
2019,1395,57,116,132
2019,1421,56,116,133
2019,1412,57,116,133
2019,1403,57,117,130
2019,1404,56,118,131
2019,1391,55,118,134
2019,1383,55,115,131
2019,1392,55,117,134
2019,1358,56,117,133
2019,1312,56,117,134
2019,1323,55,117,136
2019,1316,55,119,136
2019,1324,55,118,138
2019,1284,58,118,139
2019,1300,60,117,138
2019,1312,59,120,142
2019,1290,59,121,145
2019,1302,59,121,146
2019,1311,60,121,147
2019,1310,60,122,144
2019,1317,59,122,142
2019,1330,59,121,141
2019,1319,58,120,142
2019,1290,58,119,140
2019,1287,58,119,140
2019,1292,59,120,141
2019,1252,61,121,142
2019,1272,59,121,144
2019,1274,60,121,144
2019,1256,60,119,141
2019,1234,58,117,142
2019,1227,60,119,139
2019,1221,60,118,135
2019,1216,61,117,129
2019,1226,62,117,126
2019,1191,61,117,126
2019,1178,58,116,127
2019,1176,58,117,130
2019,1179,59,117,128
2019,1174,59,117,128
2019,1198,63,118,132
2019,1177,62,117,132
2019,1166,64,117,137
2019,1151,64,117,131
2019,1150,66,115,134
2019,1114,67,116,136
2019,1128,67,120,134
2019,1060,65,122,124
2019,1084,64,123,127
2019,1077,64,121,130
2019,1089,64,123,131
2019,1102,64,124,129
2019,1089,64,122,126
2019,1110,61,125,126
2019,1099,60,126,129
2019,1099,58,127,128
2019,1078,55,123,125
2019,1080,54,119,119
2019,1085,54,118,117
2019,1123,57,122,121
2019,1117,56,123,123
2019,1136,55,120,121
2019,1147,55,123,126
2019,1139,56,120,124
2019,1147,55,119,122
2019,1121,53,115,117
2019,1143,51,118,121
2019,1148,56,118,125
2019,1162,57,119,126
2019,1149,56,118,128
2019,1159,56,118,127
2019,1146,56,117,128
2019,1045,58,124,131
2019,1036,58,125,131
2019,998,59,123,131
2019,1015,59,123,131
2019,1028,58,121,131
2019,1065,59,123,134
2019,1061,60,127,137
2019,1049,61,127,139
2019,1062,59,127,139
2019,1089,61,127,140
2019,1092,62,129,142
2019,1108,62,130,144
2019,1132,64,132,144
2019,1145,66,133,145
2019,1152,67,131,147
2019,1123,67,130,144
2019,1135,66,127,143
2019,1153,69,129,150
2019,1163,68,131,152
2019,1148,69,128,151
2019,1152,68,128,150
2019,1153,67,129,153
2019,1150,66,129,152
2019,1151,69,130,153
2019,1126,69,130,152
2019,1136,71,137,162
2019,1155,72,143,167
2019,1153,74,143,166
2019,1150,73,143,166
2019,1141,71,143,161
2019,1127,69,141,168
2019,1146,69,140,171
2019,1164,69,140,168
2019,1165,66,138,166
2019,1135,65,136,165
2019,1151,65,135,171
2019,1166,65,135,172
2019,1149,64,135,167
2019,1152,64,132,166
2019,1153,65,132,164
2019,1185,65,133,169
2019,1194,66,135,169
2019,1198,66,134,171
2019,1195,66,135,169
2019,1186,67,135,165
2019,1183,66,135,168
2019,1194,65,137,169
2019,1216,67,135,171
2019,1223,68,133,172
2019,1196,69,133,172
2019,1196,71,135,169
2019,1181,69,131,172
2019,1190,71,133,175
2019,1179,71,133,174
2019,1202,68,129,174
2019,1200,65,130,174
2019,1205,65,130,177
2019,1205,64,129,175
2019,1192,66,129,176
2019,1140,61,126,167
2019,1138,61,126,166
2019,1130,61,124,163
2019,1134,63,126,164
2019,1108,63,124,164
2019,1125,64,127,166
2019,1130,64,128,169
2019,1169,65,131,169
2019,1208,64,134,172
2019,1245,66,135,170
2019,1267,67,135,170
2019,1264,67,133,169
2019,1253,68,134,169
2019,1253,68,134,168
2019,1234,68,133,169
2019,1250,68,134,169
2019,1227,68,134,164
2019,1210,69,136,158
2019,1246,71,135,161
2019,1208,71,138,160
2019,1205,71,137,156
2019,1208,73,136,158
2019,1211,73,136,159
2019,1197,71,135,158
2019,1200,73,136,158
2019,1195,72,136,158
2019,1218,72,135,157
2019,1217,71,136,155
2019,1237,71,135,155
2019,1250,74,135,158
2019,1252,74,135,157
2019,1226,74,135,160
2019,1223,72,136,156
2019,1213,71,137,160
2019,1230,71,141,160
2019,1191,72,135,159
2019,1207,73,135,152
2019,1237,72,129,152
2019,1238,73,135,157
2019,1214,73,132,155
2019,1189,74,132,156
2019,1207,73,128,151
2019,1212,74,124,150
2019,1197,73,126,152
2019,1173,72,126,153
2019,1140,70,127,150
2019,1142,71,122,152
2019,1137,71,124,155
2019,1113,69,123,155
2019,1103,67,119,149
2019,1107,65,118,149
2019,1100,66,116,148
2019,1097,66,117,148
2019,1108,67,117,148
2019,1108,67,116,149
2019,1121,67,114,147
2019,1110,67,114,144
2019,1094,66,111,139
2019,1097,65,115,137
2019,1119,69,114,135
2019,1101,68,109,132
2019,1121,65,109,133
2019,1130,66,111,137
2019,1127,66,109,138
2019,1149,69,110,144
2019,1161,70,113,148
2019,1178,70,114,147
2019,1162,70,115,143
2019,1161,71,114,146
2019,1124,72,117,142
2019,1104,71,116,141
2019,1075,68,116,140
2019,1089,71,115,141
2019,1106,71,116,142
2019,1121,74,115,142
2019,1122,75,117,142
2019,1103,75,117,143
2019,1111,76,119,144
2019,1113,76,120,145
2019,1065,76,120,147
2019,1020,76,121,145
2019,1022,77,122,146
2019,1016,75,122,145
2019,986,74,121,143
2019,988,75,123,145
2019,996,75,123,143
2019,999,74,122,145
2019,993,75,122,147
2019,994,75,124,148
2019,988,75,121,146
2019,983,74,120,142
2019,995,75,123,147
2019,1008,77,124,149
2020,1802,76,99,93
2020,1812,76,99,93
2020,1807,77,99,93
2020,1819,77,100,94
2020,1810,75,100,93
2020,1765,74,99,91
2020,1758,72,99,91
2020,1761,69,98,90
2020,1808,76,104,99
2020,1803,75,104,102
2020,1794,76,105,103
2020,1792,75,106,100
2020,1808,73,105,102
2020,1821,73,102,97
2020,1822,73,97,92
2020,1840,73,98,91
2020,1810,72,98,91
2020,1778,72,100,92
2020,1767,72,99,90
2020,1783,69,99,89
2020,1778,68,95,85
2020,1775,69,94,82
2020,1752,65,95,79
2020,1773,62,94,80
2020,1768,62,94,81
2020,1783,60,94,76
2020,1771,59,94,77
2020,1724,58,92,72
2020,1791,59,90,72
2020,1804,61,88,72
2020,1810,58,89,71
2020,1818,56,91,73
2020,1812,55,91,72
2020,1798,56,91,72
2020,1813,57,93,72
2020,1892,57,92,71
2020,1862,55,89,68
2020,1842,55,87,68
2020,1775,55,87,68
2020,1737,53,85,66
2020,1680,54,86,66
2020,1704,53,89,66
2020,1865,52,88,65
2020,1840,52,87,64
2020,1826,53,88,66
2020,1847,54,89,67
2020,1842,54,86,68
2020,1918,55,86,69
2020,1913,55,85,69
2020,1929,54,82,68
2020,1957,55,81,67
2020,1976,55,82,69
2020,1975,54,80,67
2020,2003,53,79,66
2020,2077,53,79,67
2020,2071,54,83,69
2020,2031,53,83,69
2020,2028,54,83,70
2020,2033,55,83,68
2020,2049,56,83,71
2020,2007,55,84,69
2020,2008,54,84,69
2020,2020,54,85,69
2020,2028,53,85,69
2020,2038,54,85,69
2020,2012,54,88,72
2020,1999,53,85,69
2020,1980,50,83,67
2020,2025,53,85,68
2020,2007,51,88,70
2020,2048,53,88,71
2020,2093,56,91,74
2020,2087,57,89,73
2020,2110,57,90,73
2020,2105,58,91,74
2020,2090,57,91,74
2020,2106,57,90,73
2020,2101,55,91,74
2020,1962,56,90,73
2020,1913,55,91,74
2020,1891,57,92,76
2020,1886,59,95,78
2020,1917,61,98,79
2020,1932,61,99,80
2020,1895,60,100,79
2020,1889,59,96,82
2020,1921,61,102,80
2020,1916,62,103,80
2020,1940,63,103,81
2020,1890,60,104,81
2020,1903,61,105,81
2020,1890,62,106,81
2020,1904,61,101,82
2020,1935,57,95,80
2020,1923,56,95,81
2020,1899,56,95,79
2020,1919,55,88,77
2020,1927,56,87,79
2020,1932,53,89,78
2020,1937,52,88,78
2020,1925,51,88,79
2020,1949,50,86,79
2020,1937,49,86,78
2020,1931,49,86,77
2020,1952,50,86,76
2020,1824,49,86,76
2020,1877,49,87,78
2020,1915,48,87,78
2020,1903,50,88,80
2020,1977,49,89,80
2020,1958,50,88,81
2020,1948,49,89,81
2020,1868,50,91,83
2020,1819,50,90,83
2020,1790,49,88,82
2020,1743,49,87,80
2020,1736,49,88,80
2020,1674,47,87,76
2020,1674,47,88,76
2020,1740,48,88,77
2020,1757,50,90,79
2020,1705,50,90,79
2020,1656,53,91,80
2020,1632,52,91,81
2020,1655,51,93,82
2020,1681,50,95,84
2020,1623,50,95,82
2020,1598,50,93,82
2020,1578,46,94,80
2020,1547,45,96,81
2020,1564,45,95,82
2020,1581,46,97,84
2020,1560,44,96,82
2020,1569,43,97,83
2020,1562,44,101,86
2020,1585,44,95,85
2020,1597,43,93,86
2020,1503,43,93,84
2020,1467,41,92,84
2020,1469,41,93,84
2020,1466,42,93,84
2020,1442,42,97,84
2020,1396,41,98,87
2020,1427,43,98,88
2020,1396,43,98,90
2020,1425,43,99,91
2020,1436,44,98,87
2020,1434,43,95,85
2020,1400,42,95,86
2020,1394,43,97,84
2020,1380,39,98,84
2020,1329,37,98,83
2020,1337,37,96,79
2020,1312,36,95,78
2020,1293,36,93,77
2020,1300,34,91,76
2020,1308,33,90,77
2020,1302,33,93,78
2020,1279,32,91,77
2020,1308,31,89,73
2020,1325,31,91,76
2020,1304,31,89,76
2020,1359,30,93,78
2020,1330,28,92,76
2020,1418,27,87,77
2020,1405,29,87,76
2020,1355,29,90,76
2020,1314,29,95,79
2020,1314,31,93,78
2020,1291,30,91,77
2020,1318,32,95,80
2020,1283,31,90,71
2020,1284,31,90,69
2020,1286,31,92,68
2020,1274,31,93,68
2020,1233,33,95,67
2020,1226,32,98,65
2020,1113,32,97,69
2020,1119,34,99,74
2020,1101,34,96,76
2020,1050,35,95,75
2020,1034,35,90,74
2020,1069,36,89,75
2020,1097,37,87,77
2020,1072,36,85,74
2020,1085,34,82,73
2020,969,30,80,70
2020,972,32,81,66
2020,1002,33,84,68
2020,927,32,82,63
2020,958,34,83,64
2020,959,35,80,65
2020,973,35,80,62
2020,848,34,78,63
2020,795,33,76,60
2020,915,37,81,72
2020,825,34,78,61
2020,871,35,81,68
2020,907,39,88,60
2020,913,40,91,60
2020,994,42,98,66
2020,956,40,94,63
2020,1037,38,103,72
2020,1002,40,103,75
2020,1143,43,105,89
2020,1179,44,108,93
2020,1205,45,108,93
2020,1208,44,109,93
2020,1184,44,104,89
2020,1195,47,107,92
2020,1247,49,109,93
2020,1252,49,109,96
2020,1274,52,110,98
2020,1299,52,110,98
2020,1336,52,111,103
2020,1352,51,112,102
2020,1320,52,110,99
2020,1329,52,110,100
2020,1338,54,113,103
2020,1326,55,115,105
2020,1322,56,117,107
2020,1307,58,117,107
2020,1291,57,114,106
2020,1289,58,116,109
2020,1311,58,112,107
2020,1303,57,111,107
2020,1283,56,112,106
2020,1246,55,110,103
2020,1244,55,109,104
2020,1270,58,113,109
2020,1298,60,114,116
2020,1331,61,113,118
2020,1324,61,112,117
2020,1355,61,113,117
2020,1368,61,115,118
2020,1373,60,114,118
2020,1379,59,112,116
2020,1379,60,117,123
2020,1378,60,118,123
2020,1422,62,121,125
2020,1383,61,121,125
2020,1370,61,124,125
2020,1375,60,124,125
2020,1388,59,122,125
2020,1392,59,120,124
2020,1392,58,119,124
2020,1361,56,120,123
2020,1371,57,121,126
2020,1350,57,119,126
2020,1382,58,119,128
2020,1381,58,121,128
2020,1358,58,122,127
2021,2150,221,124,142
2021,2142,218,127,141
2021,2181,219,123,139
2021,2177,222,124,140
2021,2152,217,122,137
2021,2154,217,121,139
2021,2147,218,125,141
2021,2148,218,123,137
2021,2098,212,122,136
2021,2068,209,122,134
2021,2125,216,126,139
2021,2182,222,127,145
2021,2155,228,127,144
2021,2161,229,126,147
2021,2188,230,126,146
2021,2232,228,126,148
2021,2230,228,126,147
2021,2195,229,127,148
2021,2162,226,125,146
2021,2145,221,124,143
2021,2186,226,127,146
2021,2254,226,129,144
2021,2240,225,128,142
2021,2184,217,127,142
2021,2217,219,127,144
2021,2190,227,129,147
2021,2263,243,135,155
2021,2135,239,135,153
2021,2166,237,134,147
2021,2146,228,130,147
2021,2245,237,135,154
2021,2237,250,136,157
2021,2286,245,134,157
2021,2340,242,137,158
2021,2354,240,136,155
2021,2319,240,137,154
2021,2315,237,137,158
2021,2289,242,139,157
2021,2271,235,140,155
2021,2269,231,137,152
2021,2255,229,137,152
2021,2270,229,137,153
2021,2304,223,134,153
2021,2303,214,133,149
2021,2359,218,137,150
2021,2385,224,141,158
2021,2416,225,143,163
2021,2362,214,144,161
2021,2385,222,145,157
2021,2381,226,148,155
2021,2452,230,146,155
2021,2480,230,150,159
2021,2458,257,150,162
2021,2452,223,149,159
2021,2447,224,146,160
2021,2422,196,145,164
2021,2408,192,145,165
2021,2425,177,141,161
2021,2335,178,143,160
2021,2324,176,143,168
2021,2369,179,145,164
2021,2321,169,146,148
2021,2291,164,140,146
2021,2287,159,142,145
2021,2295,152,141,145
2021,2313,140,132,142
2021,2292,139,127,140
2021,2254,139,124,136
2021,2260,144,126,138
2021,2207,138,124,134
2021,2183,136,124,135
2021,2174,134,123,129
2021,2170,138,124,128
2021,2204,140,124,129
2021,2159,140,124,128
2021,2150,133,116,124
2021,2153,131,115,123
2021,2202,133,115,122
2021,2207,133,114,119
2021,2216,130,116,120
2021,2202,132,116,122
2021,2168,134,117,123
2021,2083,134,117,119
2021,2058,133,115,120
2021,2050,129,116,121
2021,2061,129,115,120
2021,2022,127,113,117
2021,2025,126,113,116
2021,2000,126,114,116
2021,1982,126,114,113
2021,1963,125,113,112
2021,1950,126,114,110
2021,1972,130,117,113
2021,1965,131,117,114
2021,1973,132,119,116
2021,1948,133,118,116
2021,1916,134,119,116
2021,1922,130,117,117
2021,1896,130,114,115
2021,1886,132,117,115
2021,1897,135,118,117
2021,1938,135,117,117
2021,1910,132,118,117
2021,1895,133,118,118
2021,1882,133,118,117
2021,1848,125,118,115
2021,1864,123,117,115
2021,1850,120,117,114
2021,1866,121,119,115
2021,1885,123,119,115
2021,1912,123,119,115
2021,1925,124,119,116
2021,1901,122,118,113
2021,1906,126,121,115
2021,1918,124,119,117
2021,1890,124,120,117
2021,1894,125,121,121
2021,1906,124,120,120
2021,1892,124,118,119
2021,1880,124,118,118
2021,1900,123,117,117
2021,1916,124,117,120
2021,1929,123,118,122
2021,1952,126,119,121
2021,1933,121,118,118
2021,1905,121,117,119
2021,1916,122,116,118
2021,1895,123,118,119
2021,1894,123,116,122
2021,1911,121,116,121
2021,1955,119,118,122
2021,2002,121,117,123
2021,2021,121,118,122
2021,2031,123,118,121
2021,2021,121,114,120
2021,2012,124,117,125
2021,2008,126,120,127
2021,2043,122,118,125
2021,2038,123,118,125
2021,2009,126,119,124
2021,1982,128,119,124
2021,1975,125,118,124
2021,2011,117,116,125
2021,2022,113,116,125
2021,1989,108,112,125
2021,2006,109,112,123
2021,1998,108,111,118
2021,1969,105,110,118
2021,1961,106,111,114
2021,1902,105,109,112
2021,1794,106,110,112
2021,1789,106,111,113
2021,1782,107,113,115
2021,1803,107,113,113
2021,1818,105,113,113
2021,1802,103,112,112
2021,1813,104,112,115
2021,1805,105,112,116
2021,1780,103,112,114
2021,1759,102,111,113
2021,1737,107,113,115
2021,1755,109,113,118
2021,1749,110,108,114
2021,1754,103,105,111
2021,1753,103,103,110
2021,1743,102,104,111
2021,1740,101,104,110
2021,1779,100,104,108
2021,1811,99,102,108
2021,1838,98,103,104
2021,1813,98,104,104
2021,1805,98,102,103
2021,1759,96,102,103
2021,1729,96,103,102
2021,1731,94,99,103
2021,1726,94,99,103
2021,1726,94,99,103
2021,1754,97,102,107
2021,1765,94,101,105
2021,1754,96,101,102
2021,1735,92,99,98
2021,1799,104,103,104
2021,1821,105,105,104
2021,1818,104,105,105
2021,1801,105,106,104
2021,1809,103,106,103
2021,1836,105,108,104
2021,1819,103,107,102
2021,1842,104,108,104
2021,1811,103,104,102
2021,1808,99,103,102
2021,1859,101,106,105
2021,1895,105,109,107
2021,1872,105,110,110
2021,1890,104,109,111
2021,1824,101,104,110
2021,1866,103,107,109
2021,1907,110,110,115
2021,1915,112,111,114
2021,1941,113,109,115
2021,1981,107,110,114
2021,1989,107,110,117
2021,1989,109,111,118
2021,1978,107,109,115
2021,1975,109,111,113
2021,1999,105,113,114
2021,1912,100,113,114
2021,1908,98,108,117
2021,1894,95,107,111
2021,1947,96,108,119
2021,1871,94,103,114
2021,1837,92,103,112
2021,1823,90,102,106
2021,1889,91,104,105
2021,1877,93,103,111
2021,1891,91,99,102
2021,1870,90,98,104
2021,1845,87,95,98
2021,1853,87,96,97
2021,1866,88,97,99
2021,1792,88,100,100
2021,1776,87,100,101
2021,1772,90,100,100
2021,1747,87,100,98
2021,1747,90,99,98
2021,1753,84,97,93
2021,1748,84,94,93
2021,1721,80,92,91
2021,1672,75,89,88
2021,1704,77,92,91
2021,1720,76,91,90
2021,1762,79,93,91
2021,1861,79,94,93
2021,1906,83,96,95
2021,1865,85,98,99
2021,1831,85,100,98
2021,1801,82,98,97
2021,1759,86,100,101
2021,1780,86,102,105
2021,1760,86,103,105
2021,1777,86,100,103
2021,1722,83,99,103
2021,1756,83,100,101
2021,1735,82,97,98
2021,1738,82,98,97
2021,1785,81,98,95
2021,1807,79,99,97
2021,1804,77,99,93
2022,2313,208,166,147
2022,2309,206,167,145
2022,2310,208,166,144
2022,2310,208,165,145
2022,2291,203,166,141
2022,2272,197,163,140
2022,2340,209,166,142
2022,2346,214,168,144
2022,2380,218,170,146
2022,2360,217,172,146
2022,2329,217,170,147
2022,2341,222,172,147
2022,2375,223,172,148
2022,2383,219,169,144
2022,2372,218,169,142
2022,2369,219,170,141
2022,2405,225,170,143
2022,2406,226,172,141
2022,2442,229,175,142
2022,2435,224,175,144
2022,2471,225,172,141
2022,2472,225,172,140
2022,2480,225,172,141
2022,2462,223,170,140
2022,2458,225,170,140
2022,2376,224,170,141
2022,2341,221,170,139
2022,2321,221,168,137
2022,2329,221,167,135
2022,2316,221,164,135
2022,2358,220,166,142
2022,2360,221,168,143
2022,2353,225,170,143
2022,2367,230,172,142
2022,2378,228,171,139
2022,2389,230,171,140
2022,2335,229,172,140
2022,2364,231,173,139
2022,2366,229,176,139
2022,2354,228,177,138
2022,2320,227,178,136
2022,2311,229,181,136
2022,2297,231,182,135
2022,2315,226,173,134
2022,2293,225,174,134
2022,2225,226,171,132
2022,2217,221,169,131
2022,2251,219,167,133
2022,2244,219,165,132
2022,2270,221,167,130
2022,2264,218,164,128
2022,2225,221,167,129
2022,2187,218,168,128
2022,2152,216,165,128
2022,2163,216,165,130
2022,2156,218,165,131
2022,2141,217,161,131
2022,2184,220,164,133
2022,2208,223,164,134
2022,2199,222,163,133
2022,2191,219,163,134
2022,2151,213,160,132
2022,2159,217,160,127
2022,2111,212,160,127
2022,2118,214,158,123
2022,2175,218,159,124
2022,2158,215,159,123
2022,2215,225,164,129
2022,2257,232,169,129
2022,2279,231,169,131
2022,2272,235,172,133
2022,2272,232,171,131
2022,2269,236,173,131
2022,2327,245,175,133
2022,2350,242,172,133
2022,2378,241,167,134
2022,2359,243,166,134
2022,2333,242,167,134
2022,2347,245,167,132
2022,2344,247,167,133
2022,2358,247,168,132
2022,2333,236,165,133
2022,2297,235,162,133
2022,2324,237,161,135
2022,2395,237,164,139
2022,2358,233,161,136
2022,2377,235,163,137
2022,2390,229,159,137
2022,2397,230,161,136
2022,2403,231,159,134
2022,2366,224,157,132
2022,2373,233,158,135
2022,2416,238,161,136
2022,2420,237,161,140
2022,2407,236,159,140
2022,2390,232,159,139
2022,2352,229,154,133
2022,2345,229,156,134
2022,2331,228,159,137
2022,2301,232,156,137
2022,2335,228,155,136
2022,2366,233,160,136
2022,2347,233,160,137
2022,2338,230,157,138
2022,2278,222,153,134
2022,2231,218,150,130
2022,2196,218,150,129
2022,2198,226,150,128
2022,2197,233,150,130
2022,2272,231,149,132
2022,2257,230,151,133
2022,2272,228,151,133
2022,2213,228,151,128
2022,2199,228,150,130
2022,2181,225,150,127
2022,2176,221,148,127
2022,2158,221,149,124
2022,2197,222,147,124
2022,2201,221,145,126
2022,2171,220,144,122
2022,2168,215,140,124
2022,2190,214,139,121
2022,2209,213,141,127
2022,2191,211,141,126
2022,2187,207,141,131
2022,2356,202,143,152
2022,2342,207,142,154
2022,2295,209,139,149
2022,2263,208,139,142
2022,2270,208,137,137
2022,2238,203,137,135
2022,2275,201,138,135
2022,2346,205,140,139
2022,2309,195,137,134
2022,2351,210,140,141
2022,2324,210,143,144
2022,2357,219,148,151
2022,2386,220,151,156
2022,2418,220,149,160
2022,2464,230,155,165
2022,2541,233,155,166
2022,2473,233,157,163
2022,2517,235,157,162
2022,2513,232,155,154
2022,2523,231,155,152
2022,2473,234,159,152
2022,2391,233,157,150
2022,2390,235,156,151
2022,2419,233,151,144
2022,2338,225,150,144
2022,2349,221,154,152
2022,2371,221,153,153
2022,2375,227,147,151
2022,2367,230,150,155
2022,2383,233,150,162
2022,2251,228,148,160
2022,2304,238,149,163
2022,2296,241,151,163
2022,2204,227,148,154
2022,2203,223,144,154
2022,2178,219,149,157
2022,2224,227,153,159
2022,2247,222,155,154
2022,2286,230,159,165
2022,2379,245,159,167
2022,2398,248,158,165
2022,2445,245,159,162
2022,2524,249,158,156
2022,2533,242,156,160
2022,2560,248,160,165
2022,2522,247,156,165
2022,2520,249,157,167
2022,2447,247,156,170
2022,2505,253,160,174
2022,2526,259,163,174
2022,2468,250,161,176
2022,2397,246,161,177
2022,2309,258,163,176
2022,2317,273,154,174
2022,2325,275,153,169
2022,2370,283,153,171
2022,2375,278,152,171
2022,2336,278,154,169
2022,2378,290,153,173
2022,2384,274,149,172
2022,2418,252,144,168
2022,2411,245,143,168
2022,2392,239,135,164
2022,2427,242,135,162
2022,2381,239,134,171
2022,2380,240,135,176
2022,2357,241,135,176
2022,2341,240,135,177
2022,2305,234,133,176
2022,2298,231,133,175
2022,2240,228,133,173
2022,2253,232,133,170
2022,2182,230,133,167
2022,2146,227,131,164
2022,2196,232,132,172
2022,2178,233,132,176
2022,2172,232,133,174
2022,2137,229,132,175
2022,2030,227,134,179
2022,2033,216,130,187
2022,2111,221,130,165
2022,2159,227,132,170
2022,2178,225,131,163
2022,2142,223,134,161
2022,2074,220,130,160
2022,2048,204,124,157
2022,2155,221,130,161
2022,2169,223,132,165
2022,2179,225,132,163
2022,2201,226,132,168
2022,2218,228,133,172
2022,2191,231,133,169
2022,2195,230,135,164
2022,2123,221,133,166
2022,2157,232,137,168
2022,2162,241,136,169
2022,2164,238,135,164
2022,2139,235,135,167
2022,2104,252,135,172
2022,2116,254,134,170
2022,2136,253,137,168
2022,2164,251,141,171
2022,2160,250,141,171
2022,2167,246,142,173
2022,2121,244,140,169
2022,2123,241,135,166
2022,2155,239,135,165
2022,2159,230,133,166
2022,2250,242,134,164
2022,2249,249,135,167
2022,2289,249,135,170
2022,2289,239,135,164
2022,2317,248,137,166
2022,2305,244,135,161
2022,2302,245,135,164
2022,2289,238,134,165
2022,2229,233,132,161
2022,2213,232,132,158
2022,2212,230,131,157
2022,2194,228,131,151
2022,2242,224,132,150
2022,2232,226,133,148
2022,2182,223,126,143
2023,2585,332,311,205
2023,2606,330,314,208
2023,2587,325,306,206
2023,2578,325,310,207
2023,2565,327,303,204
2023,2563,329,302,203
2023,2527,320,298,203
2023,2558,336,310,200
2023,2521,337,303,199
2023,2496,333,305,201
2023,2464,335,295,196
2023,2434,338,294,193
2023,2424,331,283,195
2023,2459,334,287,198
2023,2456,324,285,196
2023,2457,326,284,199
2023,2461,294,281,202
2023,2438,282,285,202
2023,2420,282,275,202
2023,2394,276,269,195
2023,2377,268,261,195
2023,2401,273,258,192
2023,2394,271,258,194
2023,2394,258,254,189
2023,2396,261,253,191
2023,2388,262,254,191
2023,2379,263,250,191
2023,2349,261,251,198
2023,2356,263,252,196
2023,2361,262,252,202
2023,2356,259,247,200
2023,2315,257,246,196
2023,2331,253,245,197
2023,2315,251,243,196
2023,2311,248,238,193
2023,2336,255,237,195
2023,2324,250,239,193
2023,2339,250,236,193
2023,2320,245,234,190
2023,2320,245,235,186
2023,2297,237,233,187
2023,2288,239,236,186
2023,2313,239,235,189
2023,2266,238,237,185
2023,2227,234,232,181
2023,2258,237,232,184
2023,2263,238,237,185
2023,2299,247,241,186
2023,2306,252,240,186
2023,2324,253,242,187
2023,2355,257,246,186
2023,2344,255,243,187
2023,2349,254,242,185
2023,2349,255,242,184
2023,2345,254,239,183
2023,2308,254,236,184
2023,2298,250,235,182
2023,2318,259,236,181
2023,2314,258,234,182
2023,2314,257,235,183
2023,2318,264,241,185
2023,2345,262,246,192
2023,2334,258,237,187
2023,2369,260,239,187
2023,2343,260,240,188
2023,2340,257,240,186
2023,2355,257,238,185
2023,2365,257,239,187
2023,2382,262,242,188
2023,2436,266,241,187
2023,2458,264,236,187
2023,2453,265,238,188
2023,2451,265,237,184
2023,2439,263,235,181
2023,2475,272,243,183
2023,2448,269,240,184
2023,2432,264,234,182
2023,2429,258,232,183
2023,2424,258,235,183
2023,2411,259,236,183
2023,2413,255,231,182
2023,2407,245,220,174
2023,2418,247,220,176
2023,2420,247,221,176
2023,2444,245,219,175
2023,2468,246,218,175
2023,2480,250,221,173
2023,2522,246,222,176
2023,2519,244,222,176
2023,2520,239,219,176
2023,2557,230,215,175
2023,2538,233,216,178
2023,2575,235,217,179
2023,2577,231,213,178
2023,2547,236,213,177
2023,2536,237,217,179
2023,2525,235,219,177
2023,2509,234,218,173
2023,2524,233,218,173
2023,2510,236,218,173
2023,2476,235,220,172
2023,2486,236,219,176
2023,2513,244,225,177
2023,2549,237,218,177
2023,2528,235,210,172
2023,2503,221,202,171
2023,2526,222,202,173
2023,2486,219,201,173
2023,2487,217,196,171
2023,2539,217,195,171
2023,2620,218,193,167
2023,2580,220,193,167
2023,2561,222,187,167
2023,2539,224,187,166
2023,2488,221,187,169
2023,2490,222,188,168
2023,2513,226,191,168
2023,2510,226,192,165
2023,2483,225,192,163
2023,2391,228,193,164
2023,2396,230,197,165
2023,2346,222,193,163
2023,2350,221,194,161
2023,2375,222,191,163
2023,2315,222,189,160
2023,2296,218,189,159
2023,2266,219,186,158
2023,2266,219,185,157
2023,2283,218,187,157
2023,2302,221,185,159
2023,2328,224,188,160
2023,2321,225,188,157
2023,2317,223,186,158
