Date,TCS,Infosys,HCL,Wirpo
2022,3114,1473,944,411
2022,3265,1514,984,419
2022,3288,1499,990,421
2022,3261,1492,987,416
2022,3216,1476,982,414
2022,3235,1488,985,420
2022,3315,1479,975,422
2022,3267,1462,973,416
2022,3291,1463,988,421
2022,3318,1480,1002,427
2022,3315,1475,992,425
2022,3293,1441,967,419
2022,3309,1452,971,419
2022,3223,1437,961,411
2022,3212,1450,987,425
2022,3112,1414,960,415
2022,3089,1387,959,405
2022,3142,1397,965,422
2022,3206,1422,990,440
2022,3211,1441,997,446
2022,3220,1425,992,446
2022,3360,1477,1015,461
2022,3427,1515,1029,475
2022,3404,1500,1030,470
2022,3363,1507,1023,468
2022,3431,1530,1037,473
2022,3440,1522,1043,476
2022,3423,1508,1040,474
2022,3355,1479,1018,471
2022,3364,1504,1041,478
2022,3375,1527,1040,476
2022,3261,1461,1004,467
2022,3227,1424,981,453
2022,3168,1410,974,445
2022,3288,1441,992,460
2022,3322,1468,1018,466
2022,3293,1455,1029,460
2022,3262,1427,1009,451
2022,3449,1509,1074,481
2022,3452,1518,1083,487
2022,3377,1489,1045,468
2022,3415,1504,1052,469
2022,3409,1509,1059,474
2022,3412,1527,1061,472
2022,3439,1553,1073,478
2022,3445,1570,1076,483
2022,3433,1543,1050,485
2022,3513,1585,1072,501
2022,3480,1536,1045,492
2022,3542,1541,1067,495
2022,3547,1568,1079,509
2022,3584,1583,1093,523
2022,3561,1553,1096,519
2022,3546,1581,1094,529
2022,3548,1561,1090,529
2022,3613,1585,1102,538
2022,3629,1619,1099,539
2022,3557,1588,1089,537
2022,3472,1562,1070,530
2022,3528,1621,1102,539
2022,3662,1749,1125,559
2022,3691,1742,1131,559
2022,3696,1767,1134,571
2022,3686,1815,1165,584
2022,3684,1811,1173,581
2022,3755,1829,1171,594
2022,3815,1861,1195,599
2022,3770,1883,1187,606
2022,3759,1904,1170,602
2022,3740,1907,1164,592
2022,3732,1904,1165,601
2022,3705,1886,1168,603
2022,3708,1874,1164,600
2022,3707,1877,1179,603
2022,3750,1887,1192,611
2022,3712,1872,1181,611
2022,3701,1887,1176,610
2022,3627,1853,1168,600
2022,3673,1855,1197,601
2022,3656,1889,1200,598
2022,3594,1839,1177,588
2022,3643,1891,1203,598
2022,3599,1822,1193,586
2022,3621,1826,1192,588
2022,3633,1813,1183,586
2022,3600,1778,1175,587
2022,3485,1740,1154,572
2022,3524,1723,1138,575
2022,3544,1721,1140,570
2022,3546,1703,1116,555
2022,3554,1716,1127,556
2022,3521,1695,1130,555
2022,3402,1678,1099,537
2022,3564,1743,1153,567
2022,3586,1734,1150,564
2022,3719,1731,1165,571
2022,3794,1707,1165,562
2022,3784,1725,1163,565
2022,3813,1733,1168,564
2022,3818,1738,1169,563
2022,3734,1682,1146,542
2022,3695,1721,1164,561
2022,3770,1770,1190,574
2022,3761,1737,1181,569
2022,3743,1717,1162,560
2022,3779,1715,1157,557
2022,3815,1741,1164,572
2022,3825,1739,1157,578
2022,3856,1787,1171,588
2022,3801,1772,1133,577
2022,3736,1736,1099,573
2022,3690,1686,1080,552
2022,3649,1679,1078,545
2022,3770,1722,1124,563
2022,3771,1737,1125,573
2022,3834,1786,1168,605
2022,3827,1824,1175,615
2022,3915,1867,1199,621
2022,3991,1921,1220,633
2022,4019,1940,1259,647
2022,3968,1929,1337,640
2022,3898,1897,1334,650
2022,3860,1877,1352,691
2022,3916,1856,1344,694
2022,3880,1851,1288,694
2022,3854,1814,1291,712
2022,3807,1818,1285,706
2022,3861,1845,1311,714
2022,3885,1899,1333,722
2022,3818,1898,1326,719
2023,3793,1543,1466,471
2023,3800,1563,1472,469
2023,3811,1567,1472,471
2023,3796,1544,1458,470
2023,3824,1563,1463,463
2023,3788,1536,1422,434
2023,3780,1536,1440,432
2023,3816,1558,1488,439
2023,3859,1564,1504,445
2023,3861,1578,1491,447
2023,3667,1501,1415,434
2023,3594,1449,1369,420
2023,3672,1476,1375,422
2023,3643,1489,1375,421
2023,3627,1491,1364,423
2023,3615,1466,1328,418
2023,3604,1474,1330,419
2023,3532,1454,1318,404
2023,3512,1464,1338,407
2023,3512,1452,1337,408
2023,3488,1455,1341,413
2023,3514,1460,1334,406
2023,3470,1443,1317,397
2023,3457,1437,1309,396
2023,3508,1449,1329,403
2023,3530,1458,1330,400
2023,3510,1439,1327,401
2023,3520,1437,1325,400
2023,3502,1438,1309,395
2023,3498,1445,1311,397
2023,3404,1411,1277,392
2023,3332,1374,1261,382
2023,3357,1388,1260,382
2023,3333,1369,1255,379
2023,3347,1375,1268,381
2023,3382,1391,1268,382
2023,3370,1404,1274,383
2023,3380,1403,1270,385
2023,3351,1389,1266,384
2023,3360,1370,1273,384
2023,3331,1354,1259,381
2023,3369,1368,1276,382
2023,3379,1377,1265,382
2023,3351,1380,1269,382
2023,3337,1359,1232,378
2023,3390,1370,1229,382
2023,3410,1409,1237,383
2023,3495,1427,1259,392
2023,3456,1434,1267,395
2023,3487,1441,1269,407
2023,3507,1442,1277,411
2023,3524,1434,1271,410
2023,3571,1431,1256,411
2023,3543,1466,1224,417
2023,3610,1494,1246,421
2023,3629,1495,1262,408
2023,3638,1475,1250,406
2023,3621,1479,1238,408
2023,3589,1463,1235,407
2023,3538,1444,1240,405
2023,3514,1434,1239,405
2023,3529,1435,1235,406
2023,3537,1439,1242,405
2023,3589,1467,1261,416
2023,3586,1461,1261,413
2023,3577,1474,1263,414
2023,3604,1496,1274,419
2023,3585,1502,1278,429
2023,3606,1490,1293,430
2023,3606,1492,1305,436
2023,3598,1512,1305,441
2023,3560,1507,1284,436
2023,3568,1498,1275,436
2023,3581,1501,1282,435
2023,3481,1476,1282,435
2023,3442,1470,1262,430
2023,3455,1466,1254,433
2023,3430,1477,1236,429
2023,3429,1479,1236,432
2023,3419,1465,1233,434
2023,3379,1444,1186,416
2023,3357,1435,1172,408
2023,3391,1435,1171,407
2023,3376,1418,1158,408
2023,3376,1416,1146,408
2023,3381,1420,1154,410
2023,3388,1424,1171,413
2023,3398,1408,1183,415
2023,3382,1404,1180,417
2023,3402,1405,1179,415
2023,3367,1389,1174,412
2023,3436,1412,1177,418
2023,3458,1419,1177,419
2023,3450,1394,1171,415
2023,3449,1372,1171,413
2023,3442,1389,1134,419
2023,3463,1394,1144,418
2023,3471,1390,1141,416
2023,3484,1393,1151,411
2023,3444,1378,1144,409
2023,3400,1364,1126,400
2023,3441,1357,1131,403
2023,3452,1365,1139,407
2023,3421,1356,1117,405
2023,3355,1341,1104,399
2023,3397,1353,1117,400
2023,3388,1349,1115,403
2023,3399,1335,1112,400
2023,3395,1337,1113,404
2023,3368,1332,1115,405
2023,3463,1450,1156,418
2023,3470,1475,1169,418
2023,3497,1475,1167,417
2023,3492,1423,1154,415
2023,3515,1426,1151,405
2023,3341,1365,1109,394
2023,3260,1333,1111,392
2023,3272,1349,1115,392
2023,3272,1329,1125,390
2023,3329,1330,1158,396
2023,3323,1344,1181,396
2023,3320,1347,1195,394
2023,3309,1345,1191,396
2023,3272,1334,1182,392
2023,3302,1336,1188,389
2023,3215,1293,1170,382
2023,3197,1279,1170,383
2023,3190,1270,1168,381
2023,3216,1265,1165,380
2023,3239,1282,1163,382
2023,3258,1299,1170,386
2023,3228,1303,1169,383
2023,3210,1294,1138,380
2023,3175,1292,1148,381
2023,3216,1287,1144,389
2023,3251,1300,1136,396
2023,3244,1305,1131,396
2023,3247,1292,1140,396
2023,3209,1266,1110,397
2023,3236,1283,1127,400
2023,3275,1289,1129,403
2023,3232,1279,1129,400
2023,3289,1305,1138,404
2023,3306,1299,1137,405
2023,3324,1320,1142,407
2023,3290,1318,1145,404
2023,3316,1324,1136,403
2023,3320,1314,1126,400
2023,3329,1317,1139,402
2023,3294,1304,1116,394
2023,3303,1299,1112,400
2023,3297,1300,1107,398
2023,3299,1293,1120,396
2023,3223,1269,1095,386
2023,3200,1246,1080,383
2023,3209,1247,1075,382
2023,3258,1264,1091,387
2023,3255,1258,1100,386
2023,3274,1245,1096,383
2023,3282,1256,1088,385
2023,3287,1263,1078,384
2023,3283,1271,1079,382
2023,3251,1266,1076,380
2023,3231,1259,1056,379
2023,3221,1274,1067,384
2023,3180,1269,1059,385
2023,3219,1277,1068,388
2023,3219,1253,1064,385
2023,3188,1246,1071,374
2023,3198,1228,1066,375
2023,3176,1225,1053,376
2023,3175,1226,1054,378
2023,3161,1227,1049,368
2023,3105,1223,1038,363
2023,3090,1232,1039,361
2023,3131,1259,1064,368
2023,3140,1258,1042,361
2023,3189,1389,1072,368
2023,3242,1428,1095,372
2023,3214,1406,1087,370
2023,3263,1428,1103,373
2023,3221,1422,1092,367
2023,3240,1424,1111,370
2023,3200,1411,1098,368
2023,3206,1428,1085,365
2023,3139,1384,1068,359
2023,3116,1378,1041,356
2023,3122,1389,1052,361
2023,3121,1381,1052,362
2023,3125,1375,1066,362
2023,3131,1389,1081,366
2023,3106,1391,1084,366
2023,3143,1404,1091,367
2023,3179,1421,1108,377
2023,3185,1404,1072,373
2023,3199,1420,1080,376
2023,3215,1420,1084,379
2023,3282,1435,1099,385
2023,3331,1472,1116,389
2023,3337,1480,1117,390
2023,3390,1493,1121,393
2023,3372,1507,1127,394
2023,3342,1479,1119,390
2023,3321,1472,1106,388
2023,3386,1496,1101,391
2023,3313,1488,1078,387
2023,3332,1509,1084,390
2023,3400,1551,1095,393
2023,3414,1551,1094,394
2023,3402,1562,1093,395
2023,3451,1580,1105,403
2023,3487,1592,1116,407
2023,3501,1584,1110,406
2023,3558,1602,1128,410
2023,3521,1597,1133,407
2023,3500,1593,1125,405
2023,3482,1567,1113,401
2023,3538,1609,1116,406
2023,3541,1617,1146,408
2023,3520,1591,1145,407
2023,3473,1562,1128,401
2023,3460,1570,1146,405
2023,3482,1599,1146,408
2023,3460,1584,1150,409
2023,3408,1551,1132,402
2023,3359,1534,1122,399
2023,3434,1539,1135,402
2023,3411,1519,1116,398
2023,3430,1543,1123,402
2023,3436,1552,1138,407
2023,3415,1548,1121,407
2023,3363,1526,1108,403
2023,3373,1539,1111,403
2023,3390,1545,1115,403
2023,3378,1540,1111,396
2023,3334,1526,1094,399
2023,3375,1504,1078,394
2023,3334,1481,1072,395
2023,3329,1471,1055,394
2023,3286,1470,1064,393
2023,3320,1484,1067,392
2023,3212,1449,1033,382
2023,3311,1475,1044,387
2023,3315,1495,1037,390
2023,3311,1523,1041,397
2023,3261,1524,1039,393
2024,3883,1613,1541,465
2024,3736,1494,1485,448
2024,3713,1520,1492,454
2024,3690,1529,1460,451
2024,3678,1523,1448,450
2024,3738,1533,1433,457
2024,3667,1513,1420,452
2024,3692,1490,1438,456
2024,3783,1534,1470,469
2024,3811,1551,1484,477
