Date,TCS,Infosys,HCL,Wirpo
2017,1167,498,422,180
2017,1190,499,428,178
2017,1184,497,418,175
2017,1181,501,414,177
2018,1893,659,482,248
2018,1896,657,479,248
2018,1909,657,474,246
2018,1889,644,471,245
2018,1919,649,469,245
2018,1896,646,477,242
2018,1954,667,480,250
2018,1968,665,479,256
2018,1988,677,493,251
2018,1994,694,486,255
2018,1990,706,481,250
2018,1983,698,489,254
2018,2017,679,486,248
2018,2000,675,478,246
2018,1976,669,471,245
2018,1995,683,481,250
2018,1993,669,506,249
2018,2007,681,526,252
2018,2011,685,518,251
2018,1982,670,509,246
2018,1968,667,508,243
2018,1961,661,507,236
2018,1984,666,522,233
2018,1890,639,512,234
2018,1846,621,500,239
2018,1813,621,490,230
2018,1812,619,493,236
2018,1878,641,504,241
2018,1902,652,520,250
2018,1887,651,511,245
2018,1873,656,494,242
2018,1881,653,499,243
2018,1935,666,517,245
2018,1915,664,518,243
2018,1909,660,514,244
2018,1942,676,516,244
2018,1933,666,514,244
2018,1891,666,510,243
2018,1913,662,502,239
2018,1936,667,504,247
2018,1938,686,528,248
2018,1895,660,502,246
2018,1871,645,493,247
2018,1799,634,483,240
2018,1853,649,502,239
2018,1849,650,490,232
2018,1844,658,476,232
2018,1903,680,490,242
2018,1913,684,479,242
2018,1929,705,512,242
2018,1962,695,502,239
2018,1950,699,501,240
2018,1918,679,493,237
2018,1980,673,505,235
2018,2044,700,526,237
2018,2092,718,534,241
2018,2078,714,536,238
2018,2103,725,542,244
2018,2065,707,539,244
2018,2163,729,546,246
2018,2256,747,549,248
2018,2184,730,544,243
2018,2189,725,546,239
2018,2142,718,545,239
2018,2183,726,558,246
2018,2198,718,548,250
2018,2103,705,542,251
2018,2078,720,544,250
2018,2071,719,542,249
2018,2074,726,539,247
2018,2065,734,535,248
2018,2044,743,543,247
2018,2046,734,543,243
2018,2081,731,544,244
2018,2080,733,537,244
2018,2075,727,544,241
2018,2079,730,539,239
2018,2099,737,538,235
2018,2053,717,525,231
2018,2078,721,523,226
2018,2082,708,508,224
2018,2072,705,516,223
2018,2069,712,520,222
2018,2051,708,520,222
2018,2043,689,512,219
2018,2035,699,513,217
2018,2018,692,502,217
2018,2010,692,494,214
2018,2013,715,502,210
2018,2009,715,499,210
2018,2004,704,500,214
2018,2000,704,492,211
2018,1993,693,483,209
2018,1974,690,478,209
2018,1974,681,482,209
2018,1967,684,484,208
2018,1976,680,478,208
2018,1979,682,482,209
2018,1948,677,480,209
2018,1977,677,489,208
2018,1940,683,483,207
2018,1945,676,474,205
2018,1944,687,482,206
2018,1965,687,476,204
2018,1982,692,482,206
2018,1999,689,496,205
2018,2006,678,502,207
2018,1997,674,500,212
2018,1981,658,491,214
2018,2000,661,495,214
2018,2002,664,490,213
2018,1989,666,486,212
2018,1981,659,492,211
2018,1971,647,503,210
2018,1980,660,497,204
2018,1875,651,490,203
2018,1883,649,481,199
2018,1913,642,472,197
2018,1880,642,466,198
2018,1866,673,463,196
2018,1874,677,469,196
2018,1851,667,463,195
2018,1848,654,463,196
2018,1843,645,455,193
2018,1858,635,461,192
2018,1852,639,455,193
2018,1819,636,454,193
2018,1810,624,452,194
2018,1819,623,451,194
2018,1822,622,455,195
2018,1825,621,460,196
2018,1829,634,467,199
2018,1840,641,474,200
2018,1788,620,468,200
2018,1824,637,462,202
2018,1781,629,457,200
2018,1750,631,456,198
2018,1747,630,464,198
2018,1736,626,461,198
2018,1726,619,454,194
2018,1722,610,443,191
2018,1744,620,450,195
2018,1732,610,452,195
2018,1741,616,455,196
2018,1757,606,454,196
2018,1762,608,453,197
2018,1751,607,447,197
2018,1793,614,458,198
2018,1802,611,456,198
2018,1748,592,447,198
2018,1754,597,452,199
2018,1778,590,448,199
2018,1751,592,445,202
2018,1746,591,455,209
2018,1747,595,460,206
2018,1741,597,463,203
2018,1717,595,463,204
2018,1728,590,466,204
2018,1726,584,465,203
2018,1745,585,464,203
2018,1721,583,460,205
2018,1710,592,464,206
2018,1740,587,465,202
2018,1741,591,463,204
2018,1750,599,500,207
2018,1766,600,526,209
2018,1726,593,521,207
2018,1770,588,539,211
2018,1735,580,534,215
2018,1693,577,531,215
2018,1704,594,544,223
2018,1701,589,531,224
2018,1596,566,509,219
2018,1580,563,498,219
2018,1583,563,506,214
2018,1594,567,500,217
2018,1577,586,496,221
2018,1570,581,505,215
2018,1507,562,484,214
2018,1469,557,474,215
2018,1462,556,477,214
2018,1475,564,476,213
2018,1479,574,481,215
2018,1455,562,480,211
2018,1456,570,485,213
2018,1455,569,490,217
2018,1425,566,484,211
2018,1424,577,486,206
2018,1409,578,484,206
2018,1409,584,479,213
2018,1416,581,465,216
2018,1428,584,469,221
2018,1432,582,469,220
2018,1416,573,463,216
2018,1413,586,484,222
2018,1435,591,480,220
2018,1443,590,483,220
2018,1443,592,479,222
2018,1526,593,484,218
2018,1517,582,472,214
2018,1502,578,475,214
2018,1514,572,475,214
2018,1521,576,466,215
2018,1553,578,466,218
2018,1519,580,471,219
2018,1518,586,470,220
2018,1521,575,475,219
2018,1516,569,473,219
2018,1538,578,478,221
2018,1525,580,471,219
2018,1521,574,471,219
2018,1472,568,454,219
2018,1462,566,457,217
2018,1467,564,469,218
2018,1463,557,470,219
2018,1456,549,469,220
2018,1484,551,470,217
2018,1486,555,482,214
2018,1487,567,472,217
2018,1478,555,469,217
2018,1499,554,477,221
2018,1552,569,497,224
2018,1577,572,495,225
2018,1569,572,492,226
2018,1556,575,493,229
2018,1576,585,500,230
2018,1599,591,506,233
2018,1561,588,505,234
2018,1587,593,509,235
2018,1551,589,498,236
2018,1558,575,483,241
2018,1480,572,479,247
2018,1459,576,477,244
2018,1444,576,476,244
2018,1425,561,475,249
2018,1373,541,455,236
2018,1388,539,463,239
2018,1395,538,458,241
2018,1403,526,458,245
2018,1355,521,447,238
2018,1357,518,450,233
2018,1345,506,450,232
2018,1329,508,447,234
2018,1319,511,449,232
2018,1316,515,446,239
2018,1323,517,439,237
2019,2162,731,568,246
2019,2183,733,569,249
2019,2199,737,568,248
2019,2202,729,561,250
2019,2216,733,561,252
2019,2232,736,571,254
2019,2223,732,570,252
2019,2229,731,570,249
2019,2168,732,565,248
2019,2165,730,558,245
2019,2127,714,552,243
2019,2071,711,543,244
2019,2021,702,536,239
2019,2042,721,544,240
2019,2013,715,544,238
2019,2060,717,552,240
2019,2124,715,560,241
2019,2121,715,561,244
2019,2079,709,563,242
2019,2051,698,562,237
2019,2021,693,563,239
2019,2053,696,564,238
2019,2077,702,566,240
2019,2054,696,564,240
2019,2047,691,554,238
2019,2082,698,562,243
2019,2072,693,557,243
2019,2118,713,568,248
2019,2109,713,566,249
2019,2109,713,567,250
2019,2153,705,571,249
2019,2174,704,571,253
2019,2197,705,574,253
2019,2179,691,569,253
2019,2101,704,573,256
2019,2130,708,575,256
2019,2185,720,574,260
2019,2189,712,574,257
2019,2202,696,579,259
2019,2194,709,578,257
2019,2201,688,576,259
2019,2270,686,581,259
2019,2253,661,573,255
2019,2195,651,570,255
2019,2116,649,565,254
2019,2125,637,567,253
2019,2082,635,560,250
2019,2070,651,548,254
2019,2051,644,532,254
2019,2057,768,548,249
2019,2031,770,547,248
2019,2046,771,550,249
2019,2037,768,542,244
2019,2021,786,543,243
2019,1987,815,540,239
2019,2004,783,532,239
2019,2020,784,526,238
2019,2048,790,537,237
2019,2079,793,540,238
2019,2060,786,538,236
2019,2060,794,530,234
2019,2099,806,540,240
2019,2056,782,521,237
2019,2088,783,523,237
2019,2088,793,527,239
2019,2045,794,524,241
2019,2016,764,516,239
2019,2065,805,525,246
2019,2102,821,525,242
2019,2139,830,529,244
2019,2123,831,528,244
2019,2150,828,535,247
2019,2142,829,534,245
2019,2134,816,527,245
2019,2154,820,529,248
2019,2183,829,542,256
2019,2198,840,550,252
2019,2215,834,556,256
2019,2245,821,563,256
2019,2252,814,554,254
2019,2260,815,550,254
2019,2233,807,559,249
2019,2239,803,562,249
2019,2237,785,547,250
2019,2276,803,546,249
2019,2248,802,544,251
2019,2216,796,539,252
2019,2186,799,535,252
2019,2187,793,542,253
2019,2163,778,532,252
2019,2165,775,531,249
2019,2204,775,538,251
2019,2199,765,536,259
2019,2246,790,543,264
2019,2258,789,544,266
2019,2213,776,511,263
2019,2215,774,512,259
2019,2249,777,506,262
2019,2205,776,505,264
2019,2180,769,511,270
2019,2206,794,517,265
2019,2179,793,512,262
2019,2130,791,508,262
2019,2109,787,501,264
2019,2128,795,506,262
2019,2097,786,511,264
2019,2112,790,505,265
2019,2110,784,509,265
2019,2077,785,508,265
2019,2066,793,509,269
2019,2117,794,520,260
2019,2106,785,510,260
2019,2146,779,514,260
2019,2108,727,512,259
2019,2103,722,510,268
2019,2108,717,509,267
2019,2133,716,510,266
2019,2175,718,520,267
2019,2163,718,508,272
2019,2243,734,520,284
2019,2238,731,526,283
2019,2252,740,530,284
2019,2240,731,525,282
2019,2227,732,532,281
2019,2253,731,531,282
2019,2254,739,539,286
2019,2268,748,540,285
2019,2276,746,539,284
2019,2250,750,538,286
2019,2278,755,544,287
2019,2260,752,542,294
2019,2251,750,545,298
2019,2249,741,537,299
2019,2255,740,544,299
2019,2254,743,550,298
2019,2261,754,554,298
2019,2253,755,554,298
2019,2232,754,546,297
2019,2182,739,540,295
2019,2166,736,540,292
2019,2183,735,543,294
2019,2242,745,558,291
2019,2197,738,546,286
2019,2146,734,539,288
2019,2108,728,543,286
2019,2074,728,536,283
2019,2055,708,532,281
2019,2048,709,533,283
2019,2054,701,533,282
2019,2082,710,531,283
2019,2110,709,528,287
2019,2144,722,537,290
2019,2095,724,531,286
2019,2109,733,536,285
2019,2095,716,534,283
2019,2092,714,534,285
2019,2129,720,542,289
2019,2136,717,543,290
2019,2173,721,568,291
2019,2153,719,566,291
2019,2152,725,566,294
2019,2158,718,568,291
2019,2132,724,572,291
2019,2215,731,580,294
2019,2260,751,592,299
2019,2239,738,570,295
2019,2195,729,567,295
2019,2183,736,569,293
2019,2155,728,551,291
2019,2161,721,551,288
2019,2150,717,551,285
2019,2132,724,554,281
2019,2113,728,552,288
2019,2015,748,542,283
2019,2020,743,544,281
2019,2040,753,549,281
2019,2092,761,559,274
2019,2071,767,548,264
2019,2048,759,546,262
2019,2015,748,549,259
2019,2079,753,560,262
2019,2079,759,551,262
2019,2032,755,555,262
2019,2002,744,544,255
2019,2000,738,541,255
2019,1968,730,522,255
2019,1983,728,517,255
2019,1984,735,509,257
2019,2006,743,512,261
2019,2015,739,519,262
2019,2023,722,518,257
2019,2023,710,506,258
2019,2040,719,515,263
2019,1987,708,503,257
2019,2001,708,514,258
2019,2012,707,507,261
2019,2015,711,502,260
2019,2023,712,505,258
2019,2013,723,517,269
2019,2000,733,522,277
2019,1988,733,526,273
2019,1995,742,526,282
2019,1983,734,527,277
2019,2058,735,530,281
2019,2039,743,529,291
2019,1985,755,541,289
2019,1926,735,533,284
2019,1914,733,527,281
2019,1915,741,529,279
2019,1905,724,520,273
2019,1970,741,523,282
2019,2030,742,529,282
2019,2045,740,531,281
2019,2065,755,535,283
2019,2052,750,529,281
2019,2066,763,540,280
2019,2061,761,534,280
2019,2083,764,531,280
2019,2075,763,528,279
2019,2045,755,524,276
2019,2050,756,522,278
2019,2030,757,522,279
2019,2014,750,503,277
2019,1981,726,509,272
2019,1983,728,494,270
2019,1955,728,489,266
2019,1921,730,485,265
2019,1902,732,473,264
2019,1876,732,472,264
2019,1902,745,470,260
2019,1909,745,483,253
2019,1901,731,483,260
2019,1894,733,477,252
2019,1870,737,469,252
2019,1868,727,474,247
2019,1813,702,469,234
2019,1843,684,470,247
2019,1889,680,468,244
2019,1887,676,469,247
2019,1894,670,473,244
2019,1898,672,471,243
2019,1877,661,466,243
2019,1900,669,474,244
2019,1923,669,473,244
2019,1903,665,480,245
2020,2863,1256,946,386
2020,2909,1247,941,384
2020,2931,1250,936,385
2020,2929,1240,922,383
2020,2909,1236,919,382
2020,2909,1253,923,386
2020,2873,1221,914,364
2020,2820,1177,870,354
2020,2861,1190,891,364
2020,2838,1159,879,357
2020,2814,1166,885,358
2020,2762,1155,886,353
2020,2798,1165,873,349
2020,2784,1163,862,354
2020,2784,1168,867,356
2020,2811,1175,871,360
2020,2797,1153,864,364
2020,2738,1144,855,358
2020,2728,1135,859,361
2020,2709,1126,862,360
2020,2750,1141,843,359
2020,2727,1138,834,353
2020,2680,1100,822,351
2020,2721,1113,842,355
2020,2701,1116,825,350
2020,2722,1140,841,356
2020,2724,1140,839,356
2020,2660,1103,819,346
2020,2637,1097,805,343
2020,2627,1111,814,345
2020,2666,1124,815,349
2020,2670,1133,831,345
2020,2657,1124,828,344
2020,2671,1118,825,346
2020,2688,1123,826,347
2020,2650,1091,810,342
2020,2727,1137,855,352
2020,2707,1113,850,346
2020,2686,1104,843,345
2020,2653,1094,815,343
2020,2634,1063,814,336
2020,2605,1072,822,335
2020,2665,1061,842,341
2020,2633,1075,840,337
2020,2622,1077,830,336
2020,2630,1091,847,334
2020,2688,1112,848,340
2020,2687,1123,852,342
2020,2671,1129,866,344
2020,2675,1148,871,343
2020,2739,1138,880,347
2020,2712,1126,845,343
2020,2763,1128,827,340
2020,2741,1108,860,342
2020,2810,1137,890,350
2020,2827,1158,900,376
2020,2830,1132,866,378
2020,2813,1107,856,374
2020,2826,1094,850,359
2020,2736,1067,828,335
2020,2714,1056,829,330
2020,2706,1049,824,334
2020,2523,1018,813,313
2020,2492,1008,812,314
2020,2488,1009,813,312
2020,2426,1010,835,312
2020,2422,1011,828,314
2020,2332,975,788,305
2020,2467,1020,814,315
2020,2523,1008,821,312
2020,2465,1010,803,312
2020,2450,1002,811,317
2020,2461,1011,808,312
2020,2503,1002,789,312
2020,2491,982,793,307
2020,2491,978,795,307
2020,2374,946,722,293
2020,2331,940,722,285
2020,2328,928,722,283
2020,2348,939,726,283
2020,2327,925,709,279
2020,2289,919,701,276
2020,2300,936,707,283
2020,2265,924,702,274
2020,2246,914,690,272
2020,2257,929,694,271
2020,2239,935,706,272
2020,2248,947,710,272
2020,2254,951,713,272
2020,2243,938,702,270
2020,2248,947,706,273
2020,2249,949,706,273
2020,2253,955,710,274
2020,2257,959,710,280
2020,2270,968,714,283
2020,2253,958,719,282
2020,2242,954,709,277
2020,2254,951,725,277
2020,2257,955,717,276
2020,2280,948,684,280
2020,2283,951,692,277
2020,2295,951,690,277
2020,2308,971,705,280
2020,2260,945,688,278
2020,2250,950,693,281
2020,2254,957,706,282
2020,2281,966,705,281
2020,2280,961,695,284
2020,2276,954,694,277
2020,2310,963,712,275
2020,2207,948,701,269
2020,2157,923,680,271
2020,2171,908,653,267
2020,2191,918,650,266
2020,2225,937,652,271
2020,2208,934,649,271
2020,2201,903,623,261
2020,2235,911,628,262
2020,2234,831,615,263
2020,2172,783,591,225
2020,2220,797,603,228
2020,2222,782,582,222
2020,2204,782,588,222
2020,2219,775,575,223
2020,2270,794,592,225
2020,2263,764,579,223
2020,2200,763,579,225
2020,2157,757,569,224
2020,2092,732,552,219
2020,2082,736,557,220
2020,2102,732,554,220
2020,2119,748,562,225
2020,2016,701,550,218
2020,2042,714,560,218
2020,2035,721,580,221
2020,2028,704,570,218
2020,2045,706,570,222
2020,2038,714,579,218
2020,2048,704,576,218
2020,2046,701,581,212
2020,2030,688,579,214
2020,2040,692,571,208
2020,2068,704,578,213
2020,2109,716,579,217
2020,2072,718,573,218
2020,2072,721,578,226
2020,2048,704,576,219
2020,2092,708,579,216
2020,2046,702,563,211
2020,2047,708,560,216
2020,2045,700,560,215
2020,1972,691,550,213
2020,2004,707,543,199
2020,2005,705,531,201
2020,1943,681,524,189
2020,2020,692,530,189
2020,1991,672,535,189
2020,1954,670,527,185
2020,1949,669,518,184
2020,1946,664,511,182
2020,1893,652,511,184
2020,1902,658,517,186
2020,1950,694,529,190
2020,1950,688,527,187
2020,1935,683,528,185
2020,1893,674,518,184
2020,1892,665,512,184
2020,1904,666,519,187
2020,1933,674,520,184
2020,1930,674,514,190
2020,2014,716,544,191
2020,1906,677,492,181
2020,1859,661,471,180
2020,1837,665,483,182
2020,1819,658,468,178
2020,1878,679,478,181
2020,1770,642,462,179
2020,1738,633,456,178
2020,1819,653,470,181
2020,1806,629,455,187
2020,1716,624,460,188
2020,1735,639,479,187
2020,1759,637,458,189
2020,1766,636,469,197
2020,1705,632,463,193
2020,1775,639,451,192
2020,1654,586,406,180
2020,1709,603,414,190
2020,1826,642,436,197
2020,1779,627,419,184
2020,1825,653,431,184
2020,1791,643,448,183
2020,1750,606,458,175
2020,1703,590,442,176
2020,1670,526,417,170
2020,1797,585,445,179
2020,1636,546,413,162
2020,1654,534,434,170
2020,1658,555,451,173
2020,1696,583,451,180
2020,1806,642,493,197
2020,1770,631,493,199
2020,1954,686,537,213
2020,1972,704,540,214
2020,2116,739,566,224
2020,2125,755,576,230
2020,2083,759,563,229
2020,2036,747,565,224
2020,2001,741,550,221
2020,2000,732,534,221
2020,2106,778,573,232
2020,2124,783,584,240
2020,2156,798,582,244
2020,2115,796,595,244
2020,2157,797,608,246
2020,2196,800,606,248
2020,2216,798,607,244
2020,2203,789,613,244
2020,2184,786,622,243
2020,2192,792,612,244
2020,2171,781,614,244
2020,2153,774,611,241
2020,2162,773,605,241
2020,2137,777,608,244
2020,2128,771,600,244
2020,2147,785,596,242
2020,2108,788,587,240
2020,2103,767,579,237
2020,2165,780,591,237
2020,2079,776,591,237
2020,2138,781,608,241
2020,2155,790,609,247
2020,2184,778,601,244
2020,2169,778,604,245
2020,2183,783,608,248
2020,2191,784,599,249
2020,2207,770,591,246
2020,2171,763,584,247
2020,2170,768,589,248
2020,2219,768,599,251
2020,2239,767,593,250
2020,2227,768,596,248
2020,2207,776,594,257
2020,2190,774,587,255
2020,2214,738,580,252
2020,2214,728,580,254
2020,2255,718,586,255
2020,2206,728,584,255
2020,2200,739,582,252
2020,2201,746,585,251
2020,2158,735,574,248
2020,2168,737,572,248
2021,3738,1888,1319,715
2021,3734,1893,1317,714
2021,3695,1886,1292,704
2021,3707,1888,1284,705
2021,3696,1866,1267,700
2021,3671,1864,1265,698
2021,3663,1858,1227,695
2021,3631,1825,1223,686
2021,3608,1812,1205,691
2021,3557,1799,1160,666
2021,3584,1821,1171,671
2021,3582,1772,1160,644
2021,3570,1734,1149,636
2021,3624,1752,1162,647
2021,3610,1745,1159,645
2021,3637,1759,1162,638
2021,3602,1763,1169,643
2021,3627,1753,1172,642
2021,3585,1712,1150,632
2021,3536,1695,1137,625
2021,3640,1736,1171,641
2021,3643,1748,1185,647
2021,3578,1715,1157,635
2021,3529,1713,1139,637
2021,3502,1696,1133,631
2021,3447,1692,1110,621
2021,3446,1722,1125,637
2021,3443,1696,1119,637
2021,3464,1737,1113,643
2021,3458,1759,1110,644
2021,3476,1779,1120,651
2021,3522,1787,1152,662
2021,3556,1792,1163,661
2021,3553,1787,1171,659
2021,3526,1780,1172,660
2021,3488,1733,1161,642
2021,3484,1740,1169,653
2021,3506,1743,1173,658
2021,3503,1738,1183,658
2021,3509,1709,1183,654
2021,3492,1703,1176,653
2021,3484,1698,1171,654
2021,3476,1700,1189,655
2021,3398,1668,1144,647
2021,3422,1704,1152,657
2021,3490,1729,1177,671
2021,3483,1704,1167,668
2021,3493,1708,1165,668
2021,3499,1720,1194,682
2021,3533,1754,1211,696
2021,3609,1802,1233,702
2021,3634,1822,1232,712
2021,3647,1792,1221,710
2021,3611,1716,1251,708
2021,3655,1709,1265,673
2021,3653,1685,1250,659
2021,3686,1691,1303,653
2021,3936,1724,1322,661
2021,3893,1691,1306,643
2021,3811,1674,1275,636
2021,3833,1693,1305,647
2021,3773,1679,1279,641
2021,3730,1665,1274,636
2021,3776,1675,1280,634
2021,3792,1692,1281,641
2021,3779,1687,1269,640
2021,3837,1721,1295,654
2021,3871,1764,1358,677
2021,3869,1743,1328,674
2021,3862,1717,1316,668
2021,3863,1718,1300,668
2021,3824,1688,1276,663
2021,3828,1691,1263,665
2021,3903,1702,1263,668
2021,3955,1711,1273,674
2021,3886,1686,1239,673
2021,3845,1692,1208,671
2021,3791,1692,1199,662
2021,3774,1693,1189,662
2021,3816,1707,1182,674
2021,3852,1730,1200,686
2021,3842,1701,1175,655
2021,3837,1689,1173,651
2021,3715,1678,1165,642
2021,3786,1706,1182,641
2021,3701,1698,1163,632
2021,3720,1709,1163,635
2021,3672,1728,1167,629
2021,3659,1736,1154,632
2021,3613,1721,1153,634
2021,3637,1739,1163,629
2021,3560,1733,1117,620
2021,3561,1733,1134,629
2021,3553,1742,1143,635
2021,3473,1704,1124,614
2021,3463,1712,1119,616
2021,3352,1690,1097,606
2021,3344,1678,1067,601
2021,3334,1677,1064,604
2021,3323,1663,1051,597
2021,3310,1650,1050,598
2021,3284,1654,1061,601
2021,3274,1649,1040,597
2021,3285,1655,1039,599
2021,3219,1632,1035,592
2021,3167,1611,1025,587
2021,3196,1617,1008,590
2021,3198,1606,983,592
2021,3183,1603,992,591
2021,3198,1604,1000,590
2021,3213,1590,994,599
2021,3216,1590,979,584
2021,3206,1550,977,568
2021,3185,1542,1000,574
2021,3195,1555,1005,578
2021,3203,1581,1040,576
2021,3215,1577,989,562
2021,3188,1545,968,525
2021,3193,1548,979,526
2021,3208,1563,977,526
2021,3259,1561,977,531
2021,3275,1565,975,532
2021,3262,1562,972,533
2021,3321,1579,980,536
2021,3325,1568,985,539
2021,3342,1560,986,539
2021,3346,1581,984,546
2021,3341,1563,984,543
2021,3337,1572,985,547
2021,3381,1574,996,548
2021,3374,1559,990,549
2021,3261,1503,973,540
2021,3301,1512,980,557
2021,3273,1500,982,542
2021,3297,1503,975,550
2021,3318,1495,986,559
2021,3274,1481,979,555
2021,3263,1474,985,558
2021,3276,1462,984,562
2021,3274,1447,983,554
2021,3217,1424,969,554
2021,3200,1415,971,544
2021,3200,1413,967,551
2021,3183,1390,950,548
2021,3144,1386,937,541
2021,3141,1390,939,539
2021,3129,1379,944,543
2021,3153,1387,951,543
2021,3159,1394,945,539
2021,3144,1405,943,539
2021,3180,1402,942,541
2021,3159,1397,946,527
2021,3114,1362,941,518
2021,3082,1348,933,515
2021,3081,1355,931,513
2021,3060,1339,924,508
2021,3082,1337,931,512
2021,3089,1340,932,508
2021,3070,1329,922,500
2021,3052,1316,910,498
2021,3088,1327,906,508
2021,3123,1331,907,518
2021,3146,1340,914,526
2021,3133,1353,916,515
2021,3111,1362,916,512
2021,3096,1342,909,491
2021,3050,1329,901,482
2021,3037,1352,908,487
2021,3036,1354,899,493
2021,3115,1356,910,490
2021,3124,1356,924,489
2021,3132,1349,929,485
2021,3101,1344,929,480
2021,3110,1334,956,476
2021,3119,1351,962,487
2021,3145,1351,961,470
2021,3162,1363,995,473
2021,3195,1354,1013,469
2021,3219,1361,992,431
2021,3104,1397,983,419
2021,3247,1426,1009,433
2021,3322,1441,1045,450
2021,3317,1440,1038,442
2021,3271,1430,1037,438
2021,3265,1411,1028,427
2021,3239,1410,1034,425
2021,3165,1385,1003,416
2021,3178,1368,983,414
2021,3159,1385,996,418
2021,3067,1336,959,404
2021,3065,1334,957,400
2021,3121,1354,976,411
2021,3143,1372,981,416
2021,3130,1371,979,414
2021,3050,1344,960,411
2021,3037,1337,948,410
2021,3113,1387,987,420
2021,3110,1384,1007,429
2021,3066,1374,992,426
2021,3058,1375,979,425
2021,3071,1368,989,427
2021,3051,1346,973,419
2021,3007,1336,962,417
2021,3008,1317,942,421
2021,3050,1330,958,439
2021,3059,1344,965,436
2021,3006,1305,954,430
2021,2924,1267,930,414
2021,2894,1253,909,410
2021,2995,1275,929,421
2021,2948,1274,916,423
2021,2980,1266,910,416
2021,2958,1265,920,419
2021,3072,1291,950,430
2021,3057,1292,948,433
2021,3073,1281,943,430
2021,3109,1290,952,438
2021,3140,1310,955,440
2021,3191,1310,960,442
2021,3206,1293,970,437
2021,3213,1297,959,439
2021,3177,1306,952,439
2021,3214,1304,958,435
2021,3158,1272,946,426
2021,3188,1279,958,430
2021,3200,1285,960,434
2021,3203,1271,955,428
2021,3139,1261,928,422
2021,3111,1239,914,418
2021,3197,1276,934,432
2021,3261,1301,956,446
2021,3291,1325,948,437
2021,3303,1341,986,445
2021,3274,1340,993,446
2021,3309,1339,999,445
2021,3261,1317,984,430
2021,3222,1312,982,432
2021,3233,1345,990,439
2021,3251,1371,1028,454
2021,3159,1387,1056,459
2021,3175,1372,1062,458
2021,3176,1376,1055,447
2021,3121,1312,995,430
2021,3033,1262,963,407
2021,3052,1282,978,406
2021,3093,1294,991,406
2021,3039,1288,980,396
2021,2928,1260,951,388
2022,3257,1508,1039,393
2022,3269,1518,1044,391
2022,3257,1510,1035,388
2022,3260,1515,1036,387
2022,3253,1502,1032,381
2022,3228,1497,1031,378
2022,3260,1522,1039,389
2022,3269,1510,1040,390
2022,3244,1507,1030,389
2022,3202,1507,1033,389
2022,3240,1522,1030,390
2022,3305,1541,1042,395
2022,3365,1579,1056,400
2022,3332,1572,1045,398
2022,3286,1547,1028,396
2022,3293,1569,1028,394
2022,3351,1620,1101,404
2022,3381,1606,1106,406
2022,3385,1613,1121,411
2022,3426,1640,1131,412
2022,3439,1638,1136,412
2022,3476,1657,1136,414
2022,3391,1635,1121,407
2022,3397,1629,1129,405
2022,3395,1623,1119,406
2022,3390,1636,1128,403
2022,3380,1630,1130,398
2022,3308,1583,1103,389
2022,3315,1585,1103,389
2022,3284,1568,1096,389
2022,3343,1593,1103,394
2022,3349,1587,1093,397
2022,3355,1603,1105,398
2022,3333,1594,1104,397
2022,3336,1585,1099,397
2022,3316,1570,1091,400
2022,3206,1502,1052,389
2022,3216,1511,1053,391
2022,3234,1507,1047,392
2022,3217,1514,1045,391
2022,3207,1531,1045,389
2022,3242,1553,1045,394
2022,3260,1573,1060,392
2022,3193,1538,1041,387
2022,3163,1513,1030,383
2022,3157,1524,1032,383
2022,3162,1526,1027,385
2022,3162,1518,1032,385
2022,3137,1501,1027,383
2022,3157,1501,1017,382
2022,3122,1485,996,378
2022,3145,1504,1009,379
2022,3112,1490,995,375
2022,3099,1474,1003,377
2022,3103,1420,982,379
2022,3101,1429,952,408
2022,3070,1424,939,404
2022,3119,1463,963,411
2022,3065,1451,958,408
2022,3102,1455,965,410
2022,3091,1429,946,406
2022,2985,1394,930,395
2022,3005,1413,932,394
2022,2997,1399,923,393
2022,3036,1395,921,398
2022,3017,1394,919,398
2022,2994,1380,907,395
2022,2982,1365,896,394
2022,3007,1368,898,398
2022,3001,1377,901,401
2022,3040,1389,914,405
2022,3029,1390,898,402
2022,3009,1377,897,402
2022,3104,1433,920,415
2022,3120,1475,932,416
2022,3229,1545,955,423
2022,3243,1536,956,422
2022,3218,1512,949,417
2022,3170,1476,931,413
2022,3150,1458,932,407
2022,3127,1455,938,404
2022,3133,1461,936,406
2022,3130,1453,924,408
2022,3132,1464,926,410
2022,3211,1493,939,414
2022,3133,1462,918,404
2022,3222,1522,946,417
2022,3218,1518,944,415
2022,3255,1538,949,416
2022,3285,1542,947,417
2022,3355,1576,959,420
2022,3386,1597,970,432
2022,3381,1583,974,435
2022,3401,1606,981,443
2022,3393,1596,958,437
2022,3402,1594,956,436
2022,3423,1620,962,438
2022,3354,1602,952,430
2022,3374,1619,966,436
2022,3365,1617,958,440
2022,3355,1600,958,436
2022,3340,1566,957,432
2022,3292,1544,951,430
2022,3299,1551,952,429
2022,3302,1550,948,424
2022,3261,1517,946,416
2022,3189,1471,928,407
2022,3116,1451,914,405
2022,3167,1504,931,415
2022,3171,1506,920,411
2022,3177,1533,924,414
2022,3165,1515,917,412
2022,3074,1484,890,406
2022,3064,1490,900,405
2022,2995,1430,883,394
2022,2999,1429,903,401
2022,3039,1444,918,407
2022,3085,1439,928,409
